source,target,weight,layer
RPS24,MRPL13,0.97,DEG_HTN
RPS24,EEF2,0.998,DEG_HTN
RPS24,WDR3,0.982,DEG_HTN
RPS24,RPL15,0.999,DEG_HTN
RPS24,ZC3H15,0.736,DEG_HTN
RPS24,MRPL24,0.969,DEG_HTN
RPS24,RPL5,0.999,DEG_HTN
RPS24,MCTS1,0.814,DEG_HTN
RPS24,UTP11,0.981,DEG_HTN
RPS24,MRPS15,0.967,DEG_HTN
RPS24,RPS6,0.999,DEG_HTN
RPS24,EIF3CL,0.854,DEG_HTN
RPS24,UTP14A,0.983,DEG_HTN
RPS24,WDR43,0.985,DEG_HTN
RPS24,NOL7,0.845,DEG_HTN
RPS24,DNTTIP2,0.973,DEG_HTN
RPS24,SRP54,0.838,DEG_HTN
RPS24,NACA,0.876,DEG_HTN
RPS24,RPP38,0.916,DEG_HTN
RPS24,EIF3H,0.917,DEG_HTN
RPS24,EIF1,0.979,DEG_HTN
RPS24,NSA2,0.986,DEG_HTN
RPS24,RPS7,0.999,DEG_HTN
RPS24,RACK1,0.999,DEG_HTN
RPS24,RPL11,0.999,DEG_HTN
RPS27A,PSMD8,0.964,DEG_HTN
RPS27A,PSMD7,0.96,DEG_HTN
RPS27A,UTP3,0.823,DEG_HTN
RPS27A,NAT10,0.809,DEG_HTN
RPS27A,MDM2,0.994,DEG_HTN
RPS27A,PSMC1,0.96,DEG_HTN
RPS27A,USP22,0.881,DEG_HTN
RPS27A,PSMD11,0.975,DEG_HTN
RPS27A,HSP90AA1,0.707,DEG_HTN
RPS27A,SHARPIN,0.739,DEG_HTN
RPS27A,HECW1,0.742,DEG_HTN
RPS27A,EGFR,0.769,DEG_HTN
RPS27A,HSPA8,0.772,DEG_HTN
RPS27A,ELOC,0.791,DEG_HTN
RPS27A,UTP11,0.805,DEG_HTN
RPS27A,NOL7,0.807,DEG_HTN
RPS27A,UTP14A,0.808,DEG_HTN
RPS27A,WDR43,0.811,DEG_HTN
RPS27A,EIF3CL,0.817,DEG_HTN
RPS27A,MCTS1,0.82,DEG_HTN
RPS27A,DNTTIP2,0.82,DEG_HTN
RPS27A,RAD23B,0.822,DEG_HTN
RPS27A,KMT2A,0.827,DEG_HTN
RPS27A,SRP54,0.839,DEG_HTN
RPS27A,NSA2,0.855,DEG_HTN
RPS27A,NACA,0.869,DEG_HTN
RPS27A,H4C4,0.888,DEG_HTN
RPS27A,EIF3H,0.891,DEG_HTN
RPS27A,GCN1,0.895,DEG_HTN
RPS27A,WDR3,0.897,DEG_HTN
RPS27A,BTRC,0.904,DEG_HTN
RPS27A,RLIM,0.91,DEG_HTN
RPS27A,PELO,0.911,DEG_HTN
RPS27A,UBE2L5,0.917,DEG_HTN
RPS27A,PICALM,0.949,DEG_HTN
RPS27A,UIMC1,0.97,DEG_HTN
RPS27A,NBR1,0.973,DEG_HTN
RPS27A,PSMC5,0.975,DEG_HTN
RPS27A,CYLD,0.975,DEG_HTN
RPS27A,PSMD1,0.976,DEG_HTN
RPS27A,CUL1,0.977,DEG_HTN
RPS27A,EIF1,0.978,DEG_HTN
RPS27A,UBA7,0.982,DEG_HTN
RPS27A,PSMD2,0.996,DEG_HTN
RPS27A,UBE2D2,0.996,DEG_HTN
RPS27A,EEF2,0.997,DEG_HTN
RPS27A,ADRM1,0.998,DEG_HTN
RPS27A,UBC,0.998,DEG_HTN
RPS27A,RPS24,0.999,DEG_HTN
RPS27A,RPL11,0.999,DEG_HTN
RPS27A,RACK1,0.999,DEG_HTN
RPS27A,RPL15,0.999,DEG_HTN
RPS27A,UBA1,0.999,DEG_HTN
RPS27A,RPL5,0.999,DEG_HTN
RPS27A,RPS7,0.999,DEG_HTN
RPS27A,RPS6,0.999,DEG_HTN
RPS6,UTP3,0.997,DEG_HTN
RPS6,NAT10,0.981,DEG_HTN
RPS6,MDM2,0.791,DEG_HTN
RPS6,MTIF2,0.867,DEG_HTN
RPS6,RPS27A,0.999,DEG_HTN
RPS6,PELO,0.924,DEG_HTN
RPS6,GCN1,0.879,DEG_HTN
RPS6,MRPL13,0.968,DEG_HTN
RPS6,EEF2,0.999,DEG_HTN
RPS6,WDR3,0.987,DEG_HTN
RPS6,RPL15,0.999,DEG_HTN
RPS6,DRG1,0.72,DEG_HTN
RPS6,HSP90AA1,0.79,DEG_HTN
RPS6,ZC3H15,0.71,DEG_HTN
RPS6,HNRNPA1,0.77,DEG_HTN
RPS6,MRPL24,0.971,DEG_HTN
RPS6,RPL5,0.999,DEG_HTN
RPS6,MCTS1,0.819,DEG_HTN
RPS6,UTP11,0.994,DEG_HTN
RPS6,MRPS15,0.972,DEG_HTN
RPS6,UBC,0.7,DEG_HTN
RPS6,EBNA1BP2,0.702,DEG_HTN
RPS6,NOL7,0.82,DEG_HTN
RPS6,SRP54,0.828,DEG_HTN
RPS6,EIF3CL,0.889,DEG_HTN
RPS6,NACA,0.913,DEG_HTN
RPS6,EIF3H,0.953,DEG_HTN
RPS6,DNTTIP2,0.979,DEG_HTN
RPS6,UTP14A,0.984,DEG_HTN
RPS6,EIF1,0.984,DEG_HTN
RPS6,RPP38,0.985,DEG_HTN
RPS6,WDR43,0.989,DEG_HTN
RPS6,NSA2,0.991,DEG_HTN
RPS6,RPS7,0.999,DEG_HTN
RPS6,RPL11,0.999,DEG_HTN
RPS6,RPS24,0.999,DEG_HTN
RPS6,RACK1,0.999,DEG_HTN
RPS7,UTP3,0.995,DEG_HTN
RPS7,NAT10,0.979,DEG_HTN
RPS7,MDM2,0.959,DEG_HTN
RPS7,MTIF2,0.783,DEG_HTN
RPS7,RPS27A,0.999,DEG_HTN
RPS7,PELO,0.896,DEG_HTN
RPS7,GCN1,0.869,DEG_HTN
RPS7,MRPL13,0.939,DEG_HTN
RPS7,EEF2,0.998,DEG_HTN
RPS7,WDR3,0.987,DEG_HTN
RPS7,RPL15,0.999,DEG_HTN
RPS7,ZC3H15,0.771,DEG_HTN
RPS7,MRPL24,0.955,DEG_HTN
RPS7,RPL5,0.999,DEG_HTN
RPS7,MCTS1,0.823,DEG_HTN
RPS7,UTP11,0.993,DEG_HTN
RPS7,MRPS15,0.95,DEG_HTN
RPS7,RPS6,0.999,DEG_HTN
RPS7,EIF3CL,0.864,DEG_HTN
RPS7,UTP14A,0.984,DEG_HTN
RPS7,WDR43,0.993,DEG_HTN
RPS7,NOL7,0.839,DEG_HTN
RPS7,DNTTIP2,0.976,DEG_HTN
RPS7,RPS24,0.999,DEG_HTN
RPS7,EIF1,0.977,DEG_HTN
RPS7,RACK1,0.999,DEG_HTN
RPS7,EIF3H,0.918,DEG_HTN
RPS7,NACA,0.773,DEG_HTN
RPS7,SRP54,0.874,DEG_HTN
RPS7,RPP38,0.974,DEG_HTN
RPS7,RPL11,0.999,DEG_HTN
RTF2,TRMT1,0.836,DEG_HTN
S100A13,S100A3,0.713,DEG_HTN
S100A3,S100A13,0.713,DEG_HTN
S1PR2,GNAI3,0.909,DEG_HTN
SAP30L,CIR1,0.827,DEG_HTN
SAP30L,ING1,0.91,DEG_HTN
SAP30L,HDAC1,0.978,DEG_HTN
SASH3,LAPTM5,0.719,DEG_HTN
SATB1,HDAC1,0.949,DEG_HTN
SAV1,HAX1,0.733,DEG_HTN
SCLY,NFU1,0.939,DEG_HTN
SCLY,MPST,0.747,DEG_HTN
SCLY,LYRM4,0.788,DEG_HTN
SDC1,COL1A1,0.815,DEG_HTN
SDC1,TNN,0.902,DEG_HTN
SDC1,VCAN,0.793,DEG_HTN
SDC1,CD27,0.726,DEG_HTN
SDC1,CD19,0.856,DEG_HTN
SDC1,HMGB1,0.921,DEG_HTN
SDC1,PAX5,0.821,DEG_HTN
SDC1,COL4A2,0.721,DEG_HTN
SDC1,CXCL12,0.702,DEG_HTN
SDC1,MME,0.714,DEG_HTN
SDC1,PECAM1,0.718,DEG_HTN
SDC1,IGF1R,0.735,DEG_HTN
SDC1,PTPRC,0.8,DEG_HTN
SDHA,ACO2,0.975,DEG_HTN
SDHA,CLPP,0.785,DEG_HTN
SDHA,NDUFA10,0.793,DEG_HTN
SDHA,ACAA2,0.753,DEG_HTN
SDHA,GLO1,0.754,DEG_HTN
SDHA,CDC40,0.782,DEG_HTN
SDHA,PWWP3A,0.8,DEG_HTN
SDHA,YWHAZ,0.822,DEG_HTN
SDHA,IDH3B,0.824,DEG_HTN
SDHA,SNRPD2,0.841,DEG_HTN
SDHA,DLST,0.841,DEG_HTN
SDHA,SNW1,0.841,DEG_HTN
SDHA,SF3B2,0.854,DEG_HTN
SDHA,FLAD1,0.918,DEG_HTN
SDHA,QPRT,0.92,DEG_HTN
SDHA,OGDH,0.955,DEG_HTN
SDHA,SUCLG2,0.997,DEG_HTN
SDHA,NDUFS2,0.998,DEG_HTN
SDHA,SDHB,0.999,DEG_HTN
SDHA,FH,0.999,DEG_HTN
SDHB,ACO2,0.94,DEG_HTN
SDHB,CLPP,0.837,DEG_HTN
SDHB,PDGFRA,0.745,DEG_HTN
SDHB,SDHA,0.999,DEG_HTN
SDHB,DLST,0.883,DEG_HTN
SDHB,RET,0.883,DEG_HTN
SDHB,FH,0.999,DEG_HTN
SDHB,NDUFS2,0.997,DEG_HTN
SDHB,IDH3B,0.816,DEG_HTN
SDHB,PWWP3A,0.835,DEG_HTN
SDHB,NFU1,0.917,DEG_HTN
SDHB,OGDH,0.919,DEG_HTN
SDHB,SUCLG2,0.993,DEG_HTN
SEC13,PREB,0.977,DEG_HTN
SEC13,WDR59,0.999,DEG_HTN
SEC13,RPN1,0.749,DEG_HTN
SEC13,PICALM,0.714,DEG_HTN
SEC13,RANGAP1,0.728,DEG_HTN
SEC13,TMED7,0.928,DEG_HTN
SEC13,NUP88,0.977,DEG_HTN
SEC13,NPRL3,0.99,DEG_HTN
SEC13,SEC31A,0.999,DEG_HTN
SEC31A,PREB,0.904,DEG_HTN
SEC31A,CUL3,0.716,DEG_HTN
SEC31A,SEC13,0.999,DEG_HTN
SEC31A,CLTC,0.808,DEG_HTN
SEC31A,TMED7,0.904,DEG_HTN
SELL,CCR7,0.942,DEG_HTN
SELL,KLF2,0.785,DEG_HTN
SELL,VCAN,0.922,DEG_HTN
SELL,CD27,0.828,DEG_HTN
SELL,CD19,0.838,DEG_HTN
SELL,CXCR2,0.816,DEG_HTN
SELL,EZR,0.857,DEG_HTN
SELL,CXCL12,0.72,DEG_HTN
SELL,CD8A,0.932,DEG_HTN
SELL,PTPRC,0.928,DEG_HTN
SELL,PECAM1,0.797,DEG_HTN
SELL,RDX,0.858,DEG_HTN
SELL,FAS,0.705,DEG_HTN
SEMA3C,PLXNA1,0.965,DEG_HTN
SEMA3C,PLXND1,0.988,DEG_HTN
SEPTIN2,SEPTIN6,0.999,DEG_HTN
SEPTIN2,SEPTIN4,0.993,DEG_HTN
SEPTIN2,SEPTIN7,0.999,DEG_HTN
SEPTIN4,SEPTIN6,0.999,DEG_HTN
SEPTIN4,SEPTIN2,0.993,DEG_HTN
SEPTIN4,SEPTIN7,0.998,DEG_HTN
SEPTIN6,HNRNPA1,0.875,DEG_HTN
SEPTIN6,SEPTIN2,0.999,DEG_HTN
SEPTIN6,SEPTIN7,0.999,DEG_HTN
SEPTIN6,SEPTIN4,0.999,DEG_HTN
SEPTIN7,CAPZA1,0.776,DEG_HTN
SEPTIN7,ANK1,0.718,DEG_HTN
SEPTIN7,SEPTIN6,0.999,DEG_HTN
SEPTIN7,SEPTIN4,0.998,DEG_HTN
SEPTIN7,SEPTIN2,0.999,DEG_HTN
SERPINE1,CPB2,0.774,DEG_HTN
SERPINE1,TFPI,0.718,DEG_HTN
SERPINE1,F7,0.774,DEG_HTN
SERPINE1,ANXA2,0.79,DEG_HTN
SERPINE1,A2M,0.804,DEG_HTN
SERPINE1,F2,0.839,DEG_HTN
SERPINE1,SMAD2,0.846,DEG_HTN
SET,HMGB2,0.716,DEG_HTN
SET,TNFSF13,0.8,DEG_HTN
SET,KMT2A,0.743,DEG_HTN
SETDB1,H3-3B,0.982,DEG_HTN
SETDB1,MCUB,0.705,DEG_HTN
SETDB1,ZNF44,0.716,DEG_HTN
SETDB1,CBX3,0.798,DEG_HTN
SETDB1,CBX1,0.851,DEG_HTN
SETDB1,HDAC1,0.992,DEG_HTN
SF3B2,AQR,0.808,DEG_HTN
SF3B2,RBM22,0.931,DEG_HTN
SF3B2,SNRPB2,0.999,DEG_HTN
SF3B2,SDHA,0.854,DEG_HTN
SF3B2,U2AF1,0.879,DEG_HTN
SF3B2,LSM3,0.995,DEG_HTN
SF3B2,USP39,0.837,DEG_HTN
SF3B2,SNRNP200,0.999,DEG_HTN
SF3B2,HNRNPA2B1,0.744,DEG_HTN
SF3B2,PUF60,0.775,DEG_HTN
SF3B2,RBM41,0.832,DEG_HTN
SF3B2,ZMAT5,0.882,DEG_HTN
SF3B2,IK,0.924,DEG_HTN
SF3B2,SNW1,0.958,DEG_HTN
SF3B2,CDC40,0.968,DEG_HTN
SF3B2,DDX42,0.979,DEG_HTN
SF3B2,NCBP2,0.988,DEG_HTN
SF3B2,LSM5,0.989,DEG_HTN
SF3B2,LSM2,0.994,DEG_HTN
SF3B2,BUD31,0.994,DEG_HTN
SF3B2,RNF113A,0.999,DEG_HTN
SF3B2,DHX16,0.999,DEG_HTN
SF3B2,SNRPD2,0.999,DEG_HTN
SFRP1,FZD9,0.726,DEG_HTN
SGK2,FOXO3,0.93,DEG_HTN
SGK2,FOXO1,0.932,DEG_HTN
SGTA,ADRM1,0.862,DEG_HTN
SGTA,HSP90AA1,0.943,DEG_HTN
SGTA,HSPA8,0.998,DEG_HTN
SHARPIN,TNFRSF1A,0.998,DEG_HTN
SHARPIN,TRAF5,0.931,DEG_HTN
SHARPIN,RPS27A,0.739,DEG_HTN
SHARPIN,NOD2,0.831,DEG_HTN
SHARPIN,IKBKB,0.807,DEG_HTN
SHARPIN,UBC,0.826,DEG_HTN
SHARPIN,CYLD,0.936,DEG_HTN
SHARPIN,SPATA2,0.982,DEG_HTN
SHMT2,CD19,0.784,DEG_HTN
SHMT2,TKT,0.772,DEG_HTN
SHMT2,SRR,0.96,DEG_HTN
SHMT2,CBS,0.972,DEG_HTN
SHMT2,MTR,0.984,DEG_HTN
SHMT2,MTHFD1,0.996,DEG_HTN
SHMT2,GART,0.999,DEG_HTN
SIRPA,SKAP2,0.768,DEG_HTN
SIRPA,SIRPG,0.977,DEG_HTN
SIRPA,SIRPB1,0.918,DEG_HTN
SIRPA,GRB2,0.886,DEG_HTN
SIRPA,PTPRC,0.767,DEG_HTN
SIRPB1,SIRPA,0.918,DEG_HTN
SIRPG,SIRPA,0.977,DEG_HTN
SKAP2,SIRPA,0.768,DEG_HTN
SKAP2,LYN,0.781,DEG_HTN
SLC11A2,STEAP3,0.804,DEG_HTN
SLC12A4,PSKH1,0.83,DEG_HTN
SLC15A1,SLC5A1,0.813,DEG_HTN
SLC22A2,IGF2R,0.887,DEG_HTN
SLC35E3,MDM2,0.732,DEG_HTN
SLC5A1,SLC15A1,0.813,DEG_HTN
SLC5A1,EGFR,0.954,DEG_HTN
SLC6A1,STX1A,0.9,DEG_HTN
SMAD2,SERPINE1,0.846,DEG_HTN
SMAD2,FST,0.772,DEG_HTN
SMAD2,EGFR,0.736,DEG_HTN
SMAD2,PBX1,0.767,DEG_HTN
SMAD2,SNW1,0.894,DEG_HTN
SMAD2,ZEB1,0.904,DEG_HTN
SMAD2,CUL1,0.926,DEG_HTN
SMAD2,FOXO1,0.975,DEG_HTN
SMAD2,METTL3,0.977,DEG_HTN
SMAD2,LEF1,0.978,DEG_HTN
SMAD2,DROSHA,0.978,DEG_HTN
SMAD2,HDAC1,0.98,DEG_HTN
SMAD2,ACVR2B,0.983,DEG_HTN
SMAD2,FOXO3,0.992,DEG_HTN
SMAD2,TRIM33,0.999,DEG_HTN
SMAD2,ZFYVE9,0.999,DEG_HTN
SMARCE1,H3-3B,0.879,DEG_HTN
SMARCE1,BICRAL,0.955,DEG_HTN
SMARCE1,HDAC1,0.751,DEG_HTN
SMARCE1,H4C4,0.811,DEG_HTN
SMARCE1,NCOA1,0.815,DEG_HTN
SMG8,UPF3A,0.945,DEG_HTN
SMIM27,ASNSD1,0.781,DEG_HTN
SMPD2,RACK1,0.716,DEG_HTN
SMUG1,MBD4,0.862,DEG_HTN
SMUG1,NEIL1,0.792,DEG_HTN
SMUG1,POLL,0.804,DEG_HTN
SMYD3,H3-3B,0.726,DEG_HTN
SMYD3,HSP90AA1,0.936,DEG_HTN
SNAP29,IGF1R,0.703,DEG_HTN
SNAP29,PI4KA,0.741,DEG_HTN
SNAP29,STX10,0.768,DEG_HTN
SNAP29,STX1A,0.987,DEG_HTN
SNAP29,STX16,0.988,DEG_HTN
SNAP29,STX12,0.992,DEG_HTN
SNRNP200,AQR,0.994,DEG_HTN
SNRNP200,RBM22,0.998,DEG_HTN
SNRNP200,SNRPB2,0.998,DEG_HTN
SNRNP200,DHX8,0.977,DEG_HTN
SNRNP200,LSM3,0.998,DEG_HTN
SNRNP200,USP39,0.965,DEG_HTN
SNRNP200,FSCN2,0.71,DEG_HTN
SNRNP200,HNRNPA1,0.741,DEG_HTN
SNRNP200,RBM41,0.756,DEG_HTN
SNRNP200,GCFC2,0.777,DEG_HTN
SNRNP200,RPP38,0.895,DEG_HTN
SNRNP200,NCBP2,0.959,DEG_HTN
SNRNP200,IK,0.982,DEG_HTN
SNRNP200,BUD31,0.995,DEG_HTN
SNRNP200,CDC40,0.996,DEG_HTN
SNRNP200,SNW1,0.998,DEG_HTN
SNRNP200,RNF113A,0.999,DEG_HTN
SNRNP200,LSM5,0.999,DEG_HTN
SNRNP200,LSM2,0.999,DEG_HTN
SNRNP200,DHX16,0.999,DEG_HTN
SNRNP200,SNRPD2,0.999,DEG_HTN
SNRNP200,SF3B2,0.999,DEG_HTN
SNRPB2,AQR,0.996,DEG_HTN
SNRPB2,RBM22,0.997,DEG_HTN
SNRPB2,U2AF1,0.744,DEG_HTN
SNRPB2,PUF60,0.87,DEG_HTN
SNRPB2,USP39,0.897,DEG_HTN
SNRPB2,NCBP2,0.969,DEG_HTN
SNRPB2,IK,0.981,DEG_HTN
SNRPB2,RNF113A,0.988,DEG_HTN
SNRPB2,DHX8,0.992,DEG_HTN
SNRPB2,LSM3,0.992,DEG_HTN
SNRPB2,LSM2,0.992,DEG_HTN
SNRPB2,LSM5,0.992,DEG_HTN
SNRPB2,DHX16,0.995,DEG_HTN
SNRPB2,BUD31,0.997,DEG_HTN
SNRPB2,SNW1,0.997,DEG_HTN
SNRPB2,CDC40,0.997,DEG_HTN
SNRPB2,SNRNP200,0.998,DEG_HTN
SNRPB2,SF3B2,0.999,DEG_HTN
SNRPB2,SNRPD2,0.999,DEG_HTN
SNRPD2,AQR,0.996,DEG_HTN
SNRPD2,RBM22,0.997,DEG_HTN
SNRPD2,HNRNPL,0.71,DEG_HTN
SNRPD2,POLR2I,0.811,DEG_HTN
SNRPD2,SNRPB2,0.999,DEG_HTN
SNRPD2,DHX8,0.993,DEG_HTN
SNRPD2,SDHA,0.841,DEG_HTN
SNRPD2,U2AF1,0.81,DEG_HTN
SNRPD2,LSM3,0.999,DEG_HTN
SNRPD2,EEF2,0.741,DEG_HTN
SNRPD2,USP39,0.99,DEG_HTN
SNRPD2,SNRNP200,0.999,DEG_HTN
SNRPD2,SF3B2,0.999,DEG_HTN
SNRPD2,NCBP2,0.995,DEG_HTN
SNRPD2,HNRNPA1,0.868,DEG_HTN
SNRPD2,POLR2E,0.725,DEG_HTN
SNRPD2,PUF60,0.729,DEG_HTN
SNRPD2,RPL11,0.75,DEG_HTN
SNRPD2,POLR2H,0.759,DEG_HTN
SNRPD2,HNRNPA2B1,0.779,DEG_HTN
SNRPD2,RBM41,0.891,DEG_HTN
SNRPD2,ZMAT5,0.971,DEG_HTN
SNRPD2,IK,0.98,DEG_HTN
SNRPD2,RNF113A,0.991,DEG_HTN
SNRPD2,DHX16,0.991,DEG_HTN
SNRPD2,BUD31,0.999,DEG_HTN
SNRPD2,SNW1,0.999,DEG_HTN
SNRPD2,LSM5,0.999,DEG_HTN
SNRPD2,CDC40,0.999,DEG_HTN
SNRPD2,LSM2,0.999,DEG_HTN
SNTB1,DAG1,0.915,DEG_HTN
SNW1,AQR,0.998,DEG_HTN
SNW1,RBM22,0.999,DEG_HTN
SNW1,PABPN1,0.8,DEG_HTN
SNW1,SNRPB2,0.997,DEG_HTN
SNW1,SMAD2,0.894,DEG_HTN
SNW1,DHX8,0.999,DEG_HTN
SNW1,SDHA,0.841,DEG_HTN
SNW1,U2AF1,0.804,DEG_HTN
SNW1,LSM3,0.904,DEG_HTN
SNW1,EEF2,0.727,DEG_HTN
SNW1,SNRNP200,0.998,DEG_HTN
SNW1,SF3B2,0.958,DEG_HTN
SNW1,CUL1,0.775,DEG_HTN
SNW1,NCBP2,0.859,DEG_HTN
SNW1,CIR1,0.954,DEG_HTN
SNW1,SNRPD2,0.999,DEG_HTN
SNW1,FOXN3,0.863,DEG_HTN
SNW1,CDC40,0.999,DEG_HTN
SNW1,RNF113A,0.935,DEG_HTN
SNW1,HDAC1,0.817,DEG_HTN
SNW1,LSM2,0.88,DEG_HTN
SNW1,DHX16,0.985,DEG_HTN
SNW1,NCOA1,0.771,DEG_HTN
SNW1,BUD31,0.999,DEG_HTN
SNW1,IK,0.717,DEG_HTN
SNW1,LSM5,0.862,DEG_HTN
SNX1,AMPH,0.77,DEG_HTN
SNX1,LEPR,0.774,DEG_HTN
SNX1,EGFR,0.839,DEG_HTN
SNX1,SNX27,0.991,DEG_HTN
SNX27,WASHC3,0.731,DEG_HTN
SNX27,SNX1,0.991,DEG_HTN
SNX27,RAB11A,0.702,DEG_HTN
SOS2,RASGRP3,0.917,DEG_HTN
SOS2,PDGFRA,0.92,DEG_HTN
SOS2,EGFR,0.998,DEG_HTN
SOS2,GRB2,0.999,DEG_HTN
SOX11,H4C4,0.801,DEG_HTN
SOX9,COL1A1,0.715,DEG_HTN
SOX9,IHH,0.757,DEG_HTN
SOX9,BMP2,0.816,DEG_HTN
SOX9,SRY,0.822,DEG_HTN
SPAG16,SPAG6,0.99,DEG_HTN
SPAG6,SPAG16,0.99,DEG_HTN
SPATA2,TNFRSF1A,0.997,DEG_HTN
SPATA2,TNIP1,0.74,DEG_HTN
SPATA2,SHARPIN,0.982,DEG_HTN
SPATA2,CYLD,0.997,DEG_HTN
SPATA2,IKBKB,0.833,DEG_HTN
SPINK1,EGFR,0.702,DEG_HTN
SPINT2,PNOC,0.724,DEG_HTN
SPR,TPH1,0.948,DEG_HTN
SPRR1B,EVPL,0.8,DEG_HTN
SPRR1B,TCHH,0.811,DEG_HTN
SQOR,ETHE1,0.993,DEG_HTN
SQOR,CTH,0.752,DEG_HTN
SQOR,MPST,0.762,DEG_HTN
SRCAP,BRD8,0.826,DEG_HTN
SRCAP,FLAD1,0.782,DEG_HTN
SRCAP,KAT5,0.984,DEG_HTN
SRGAP3,TRIP10,0.785,DEG_HTN
SRGAP3,GPRIN2,0.85,DEG_HTN
SRGN,LAPTM5,0.773,DEG_HTN
SRP54,RPS27A,0.839,DEG_HTN
SRP54,RPN1,0.74,DEG_HTN
SRP54,MRPL13,0.878,DEG_HTN
SRP54,RPL15,0.891,DEG_HTN
SRP54,MRPL24,0.828,DEG_HTN
SRP54,RPL5,0.994,DEG_HTN
SRP54,MRPS15,0.709,DEG_HTN
SRP54,RPS6,0.828,DEG_HTN
SRP54,RPS24,0.838,DEG_HTN
SRP54,RACK1,0.86,DEG_HTN
SRP54,NACA,0.852,DEG_HTN
SRP54,RPS7,0.874,DEG_HTN
SRP54,RPL11,0.993,DEG_HTN
SRR,SHMT2,0.96,DEG_HTN
SRR,CBS,0.948,DEG_HTN
SRY,SOX9,0.822,DEG_HTN
SRY,USP9Y,0.907,DEG_HTN
SSBP2,LMO4,0.853,DEG_HTN
SSBP2,LDB1,0.997,DEG_HTN
SSNA1,PSMC5,0.77,DEG_HTN
STAP1,BMX,0.773,DEG_HTN
STEAP3,PKMYT1,0.933,DEG_HTN
STEAP3,SLC11A2,0.804,DEG_HTN
STX10,SNAP29,0.768,DEG_HTN
STX10,STX1A,0.743,DEG_HTN
STX10,STX16,0.999,DEG_HTN
STX10,STX12,0.968,DEG_HTN
STX10,VPS16,0.717,DEG_HTN
STX10,VPS45,0.849,DEG_HTN
STX12,SNAP29,0.992,DEG_HTN
STX12,STX1A,0.938,DEG_HTN
STX12,RAB11A,0.733,DEG_HTN
STX12,STX16,0.964,DEG_HTN
STX12,VPS45,0.759,DEG_HTN
STX12,VPS16,0.899,DEG_HTN
STX12,STX10,0.968,DEG_HTN
STX16,SNAP29,0.988,DEG_HTN
STX16,STX1A,0.949,DEG_HTN
STX16,GOLGA1,0.755,DEG_HTN
STX16,STX12,0.964,DEG_HTN
STX16,VPS45,0.999,DEG_HTN
STX16,STX10,0.999,DEG_HTN
STX1A,SNAP29,0.987,DEG_HTN
STX1A,VAPA,0.74,DEG_HTN
STX1A,STX10,0.743,DEG_HTN
STX1A,SYN3,0.751,DEG_HTN
STX1A,CAV3,0.868,DEG_HTN
STX1A,SLC6A1,0.9,DEG_HTN
STX1A,KCNA1,0.908,DEG_HTN
STX1A,STX12,0.938,DEG_HTN
STX1A,STX16,0.949,DEG_HTN
SUCLG2,ACO2,0.735,DEG_HTN
SUCLG2,PLEK,0.7,DEG_HTN
SUCLG2,SDHA,0.997,DEG_HTN
SUCLG2,ACAA2,0.88,DEG_HTN
SUCLG2,DLST,0.981,DEG_HTN
SUCLG2,FH,0.796,DEG_HTN
SUCLG2,NDUFS2,0.8,DEG_HTN
SUCLG2,HMGCS2,0.831,DEG_HTN
SUCLG2,SDHB,0.993,DEG_HTN
SUCLG2,OGDH,0.957,DEG_HTN
SUCLG2,ARRB2,0.752,DEG_HTN
SUCLG2,RACK1,0.799,DEG_HTN
SUCLG2,IDH3B,0.806,DEG_HTN
SUPT20H,USP22,0.987,DEG_HTN
SUPT20H,SUPT3H,0.999,DEG_HTN
SUPT3H,USP22,0.995,DEG_HTN
SUPT3H,SUPT20H,0.999,DEG_HTN
SUPT6H,CDK13,0.789,DEG_HTN
SUPT6H,PAF1,0.978,DEG_HTN
SUPT6H,POLR2I,0.93,DEG_HTN
SUPT6H,H3-3B,0.936,DEG_HTN
SUPT6H,ELL,0.849,DEG_HTN
SUPT6H,EAF2,0.803,DEG_HTN
SUPT6H,H4C4,0.865,DEG_HTN
SUPT6H,POLR2H,0.925,DEG_HTN
SUPT6H,POLR2E,0.977,DEG_HTN
SYN3,STX1A,0.751,DEG_HTN
SYN3,MARCKS,0.814,DEG_HTN
TAF11,POLR2I,0.909,DEG_HTN
TAF11,MED28,0.82,DEG_HTN
TAF11,GTF2H4,0.979,DEG_HTN
TAF11,MED7,0.844,DEG_HTN
TAF11,H4C4,0.8,DEG_HTN
TAF11,CCNH,0.902,DEG_HTN
TAF11,POLR2E,0.918,DEG_HTN
TAF11,POLR2H,0.92,DEG_HTN
TAF11,GTF2A2,0.99,DEG_HTN
TBC1D10B,RAB27A,0.852,DEG_HTN
TBC1D4,RAB11A,0.728,DEG_HTN
TBC1D4,YWHAZ,0.925,DEG_HTN
TBXT,FOXA2,0.758,DEG_HTN
TCF7,LEF1,0.851,DEG_HTN
TCHH,SPRR1B,0.811,DEG_HTN
TCL1A,CD19,0.887,DEG_HTN
TCL1A,PAX5,0.724,DEG_HTN
TDRD3,CARM1,0.749,DEG_HTN
TECPR2,VPS16,0.729,DEG_HTN
TERF2,WRAP53,0.711,DEG_HTN
TERF2,DKC1,0.836,DEG_HTN
TERF2,XRCC5,0.93,DEG_HTN
TERF2,XRCC6,0.973,DEG_HTN
TFAM,CLPP,0.723,DEG_HTN
