"","category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"16","Process","GO:0006396",39,854,9606,"9606.ENSP00000216252,9606.ENSP00000218224,9606.ENSP00000221265,9606.ENSP00000228284,9606.ENSP00000232888,9606.ENSP00000234677,9606.ENSP00000254803,9606.ENSP00000261772,9606.ENSP00000266079,9606.ENSP00000290846,9606.ENSP00000299601,9606.ENSP00000301364,9606.ENSP00000310448,9606.ENSP00000310723,9606.ENSP00000311977,9606.ENSP00000314396,9606.ENSP00000319104,9606.ENSP00000323858,9606.ENSP00000326806,9606.ENSP00000346694,9606.ENSP00000355050,9606.ENSP00000362550,9606.ENSP00000363642,9606.ENSP00000363676,9606.ENSP00000363746,9606.ENSP00000364293,9606.ENSP00000365625,9606.ENSP00000366934,9606.ENSP00000377969,9606.ENSP00000381266,9606.ENSP00000384421,9606.ENSP00000396673,9606.ENSP00000400433,9606.ENSP00000405068,9606.ENSP00000417464,9606.ENSP00000422753,9606.ENSP00000442053,9606.ENSP00000464813,9606.ENSP00000466967","PHF5A,PQBP1,PAF1,SART3,RRP9,SARS,UTP3,AARS,PRPF6,TRMU,LEO1,TSR1,SART1,DDX23,DUS3L,PRMT9,SUPT6H,DDX54,NCBP2,HNRNPA2B1,CTNNBL1,CMTR1,BMS1,RPL11,WDR46,TSR2,DHX16,NOL9,GTF2F1,WDR4,TFIP11,FTSJ3,HNRNPF,NOP14,RRP1,DDX41,RBM19,RPL27,TRMT1",3.01e-07,0.0029,"RNA processing"
"17","Process","GO:0006807",172,6852,9606,"9606.ENSP00000001008,9606.ENSP00000017003,9606.ENSP00000160827,9606.ENSP00000216181,9606.ENSP00000216252,9606.ENSP00000216714,9606.ENSP00000218224,9606.ENSP00000219240,9606.ENSP00000219301,9606.ENSP00000221265,9606.ENSP00000222402,9606.ENSP00000228284,9606.ENSP00000229268,9606.ENSP00000230053,9606.ENSP00000230990,9606.ENSP00000232888,9606.ENSP00000234111,9606.ENSP00000234677,9606.ENSP00000238823,9606.ENSP00000242784,9606.ENSP00000245919,9606.ENSP00000246548,9606.ENSP00000251849,9606.ENSP00000253727,9606.ENSP00000254803,9606.ENSP00000257915,9606.ENSP00000259808,9606.ENSP00000261772,9606.ENSP00000263574,9606.ENSP00000265094,9606.ENSP00000266079,9606.ENSP00000266126,9606.ENSP00000268835,9606.ENSP00000269051,9606.ENSP00000269373,9606.ENSP00000269848,9606.ENSP00000270162,9606.ENSP00000277458,9606.ENSP00000280258,9606.ENSP00000287143,9606.ENSP00000288014,9606.ENSP00000288135,9606.ENSP00000290846,9606.ENSP00000295757,9606.ENSP00000296003,9606.ENSP00000299413,9606.ENSP00000299601,9606.ENSP00000300648,9606.ENSP00000300650,9606.ENSP00000300688,9606.ENSP00000301364,9606.ENSP00000301452,9606.ENSP00000304467,9606.ENSP00000306245,9606.ENSP00000306528,9606.ENSP00000309031,9606.ENSP00000310094,9606.ENSP00000310448,9606.ENSP00000310572,9606.ENSP00000310723,9606.ENSP00000311364,9606.ENSP00000311977,9606.ENSP00000311984,9606.ENSP00000314004,9606.ENSP00000314396,9606.ENSP00000318165,9606.ENSP00000318602,9606.ENSP00000319104,9606.ENSP00000320309,9606.ENSP00000323858,9606.ENSP00000326806,9606.ENSP00000328835,9606.ENSP00000329918,9606.ENSP00000335091,9606.ENSP00000339495,9606.ENSP00000339524,9606.ENSP00000340361,9606.ENSP00000340896,9606.ENSP00000342136,9606.ENSP00000342755,9606.ENSP00000342778,9606.ENSP00000344479,9606.ENSP00000345702,9606.ENSP00000345771,9606.ENSP00000346483,9606.ENSP00000346694,9606.ENSP00000347088,9606.ENSP00000348959,9606.ENSP00000350012,9606.ENSP00000350467,9606.ENSP00000351905,9606.ENSP00000354213,9606.ENSP00000354571,9606.ENSP00000354580,9606.ENSP00000354871,9606.ENSP00000355050,9606.ENSP00000355632,9606.ENSP00000355759,9606.ENSP00000356156,9606.ENSP00000357452,9606.ENSP00000357753,9606.ENSP00000358140,9606.ENSP00000358147,9606.ENSP00000358417,9606.ENSP00000360025,9606.ENSP00000360035,9606.ENSP00000360266,9606.ENSP00000361824,9606.ENSP00000362166,9606.ENSP00000362207,9606.ENSP00000362550,9606.ENSP00000363001,9606.ENSP00000363339,9606.ENSP00000363642,9606.ENSP00000363676,9606.ENSP00000363746,9606.ENSP00000364293,9606.ENSP00000365625,9606.ENSP00000366934,9606.ENSP00000366939,9606.ENSP00000367038,9606.ENSP00000368244,9606.ENSP00000369820,9606.ENSP00000371253,9606.ENSP00000373674,9606.ENSP00000374552,9606.ENSP00000376570,9606.ENSP00000377001,9606.ENSP00000377969,9606.ENSP00000380252,9606.ENSP00000380998,9606.ENSP00000381148,9606.ENSP00000381266,9606.ENSP00000384421,9606.ENSP00000385610,9606.ENSP00000387170,9606.ENSP00000395574,9606.ENSP00000396673,9606.ENSP00000396749,9606.ENSP00000400433,9606.ENSP00000400870,9606.ENSP00000400906,9606.ENSP00000405068,9606.ENSP00000406162,9606.ENSP00000407818,9606.ENSP00000416097,9606.ENSP00000417132,9606.ENSP00000417183,9606.ENSP00000417464,9606.ENSP00000417653,9606.ENSP00000419449,9606.ENSP00000420914,9606.ENSP00000422753,9606.ENSP00000427888,9606.ENSP00000432568,9606.ENSP00000437073,9606.ENSP00000438788,9606.ENSP00000440864,9606.ENSP00000441929,9606.ENSP00000442053,9606.ENSP00000442973,9606.ENSP00000445633,9606.ENSP00000448323,9606.ENSP00000462729,9606.ENSP00000464813,9606.ENSP00000465759,9606.ENSP00000466134,9606.ENSP00000466967,9606.ENSP00000479130,9606.ENSP00000481029,9606.ENSP00000482027,9606.ENSP00000482743","FKBP4,XYLT2,KIF22,MYH9,PHF5A,APEX1,PQBP1,DHODH,PRSS54,PAF1,UBE2D4,SART3,USP5,B3GAT2,HBEGF,RRP9,ODC1,SARS,FAM98A,C19orf43,FOSB,UBA2,RAF1,NR1H2,UTP3,TFCP2,RIPK1,AARS,APLP2,FBXW11,PRPF6,EIF2B2,PRPSAP2,RHBDL3,FN3KRP,PFKL,SIK1,ASB6,PRSS23,PRG3,THTPA,KIT,TRMU,HDAC11,MTMR14,TRIM44,LEO1,GCN1L1,RNF214,ATP5L,TSR1,ACER1,THOP1,FOS,DESI2,VCPIP1,TAOK2,SART1,PSMC5,DDX23,MUCL1,DUS3L,CARKD,ANAPC2,PRMT9,OS9,PRTFDC1,SUPT6H,FARSA,DDX54,NCBP2,TOP1MT,MEX3B,ZNRF1,NELFB,DFFB,ACVR2B,ASH2L,CREB3,RNF41,PPM1G,NR4A2,NFYA,PFKM,DDRGK1,HNRNPA2B1,LARGE,MAN1A2,ACSL3,NAT9,TGFBR2,HS3ST3B1,RNF121,MRPL21,PPEF1,CTNNBL1,GALNT2,PARP1,PPP1R15B,PMVK,IVL,EIF3A,CACUL1,PHGDH,GADD45A,PPP1R3D,JUN,SPTAN1,MEAF6,CHST3,CMTR1,SMPDL3B,UBXN11,BMS1,RPL11,WDR46,TSR2,DHX16,NOL9,MGME1,RRBP1,CHGB,PIGA,GART,NT5M,RNF216,GALNT13,SPOP,GTF2F1,NFE2L2,CHMP1A,CTDSP2,WDR4,TFIP11,MEX3C,GIGYF2,TCEB3,FTSJ3,KANSL3,HNRNPF,AARSD1,UBE2L3,NOP14,PRMT1,USP46,GOLGA2,BAP1,DUSP7,RRP1,DBNL,EIF1,HSD17B4,DDX41,HS3ST5,SPTBN2,MYO18A,CUL7,NR4A1,MUC12,RBM19,DAPK3,HIST1H2BG,BRF1,OTUD7B,RPL27,POLRMT,PRKCSH,TRMT1,ACSF3,PSMC3,NR4A3,TPSB2",3.55e-07,0.0029,"Nitrogen compound metabolic process"
"18","Process","GO:0016070",59,1584,9606,"9606.ENSP00000216252,9606.ENSP00000216714,9606.ENSP00000218224,9606.ENSP00000221265,9606.ENSP00000228284,9606.ENSP00000232888,9606.ENSP00000234677,9606.ENSP00000242784,9606.ENSP00000245919,9606.ENSP00000253727,9606.ENSP00000254803,9606.ENSP00000257915,9606.ENSP00000261772,9606.ENSP00000266079,9606.ENSP00000290846,9606.ENSP00000299601,9606.ENSP00000301364,9606.ENSP00000306245,9606.ENSP00000310448,9606.ENSP00000310723,9606.ENSP00000311977,9606.ENSP00000314396,9606.ENSP00000319104,9606.ENSP00000320309,9606.ENSP00000323858,9606.ENSP00000326806,9606.ENSP00000339495,9606.ENSP00000340896,9606.ENSP00000342136,9606.ENSP00000344479,9606.ENSP00000345702,9606.ENSP00000346694,9606.ENSP00000355050,9606.ENSP00000355759,9606.ENSP00000360266,9606.ENSP00000362550,9606.ENSP00000363642,9606.ENSP00000363676,9606.ENSP00000363746,9606.ENSP00000364293,9606.ENSP00000365625,9606.ENSP00000366934,9606.ENSP00000377969,9606.ENSP00000381266,9606.ENSP00000384421,9606.ENSP00000395574,9606.ENSP00000396673,9606.ENSP00000400433,9606.ENSP00000400870,9606.ENSP00000405068,9606.ENSP00000417464,9606.ENSP00000422753,9606.ENSP00000440864,9606.ENSP00000442053,9606.ENSP00000448323,9606.ENSP00000464813,9606.ENSP00000465759,9606.ENSP00000466967,9606.ENSP00000482027","PHF5A,APEX1,PQBP1,PAF1,SART3,RRP9,SARS,C19orf43,FOSB,NR1H2,UTP3,TFCP2,AARS,PRPF6,TRMU,LEO1,TSR1,FOS,SART1,DDX23,DUS3L,PRMT9,SUPT6H,FARSA,DDX54,NCBP2,NELFB,ASH2L,CREB3,NR4A2,NFYA,HNRNPA2B1,CTNNBL1,PARP1,JUN,CMTR1,BMS1,RPL11,WDR46,TSR2,DHX16,NOL9,GTF2F1,WDR4,TFIP11,TCEB3,FTSJ3,HNRNPF,AARSD1,NOP14,RRP1,DDX41,NR4A1,RBM19,BRF1,RPL27,POLRMT,TRMT1,NR4A3",2.23e-07,0.0029,"RNA metabolic process"
"19","Process","GO:0043170",157,6137,9606,"9606.ENSP00000001008,9606.ENSP00000017003,9606.ENSP00000160827,9606.ENSP00000216181,9606.ENSP00000216252,9606.ENSP00000216714,9606.ENSP00000218224,9606.ENSP00000219301,9606.ENSP00000221265,9606.ENSP00000222402,9606.ENSP00000228284,9606.ENSP00000229268,9606.ENSP00000230053,9606.ENSP00000230990,9606.ENSP00000232888,9606.ENSP00000234677,9606.ENSP00000238823,9606.ENSP00000242784,9606.ENSP00000245919,9606.ENSP00000246548,9606.ENSP00000251849,9606.ENSP00000253727,9606.ENSP00000254803,9606.ENSP00000257915,9606.ENSP00000259808,9606.ENSP00000261772,9606.ENSP00000263574,9606.ENSP00000265094,9606.ENSP00000266079,9606.ENSP00000266126,9606.ENSP00000269051,9606.ENSP00000269373,9606.ENSP00000270162,9606.ENSP00000277458,9606.ENSP00000280258,9606.ENSP00000288135,9606.ENSP00000290846,9606.ENSP00000295757,9606.ENSP00000296003,9606.ENSP00000299413,9606.ENSP00000299601,9606.ENSP00000300648,9606.ENSP00000300650,9606.ENSP00000300659,9606.ENSP00000301364,9606.ENSP00000303231,9606.ENSP00000304467,9606.ENSP00000306245,9606.ENSP00000306528,9606.ENSP00000309031,9606.ENSP00000310094,9606.ENSP00000310448,9606.ENSP00000310572,9606.ENSP00000310723,9606.ENSP00000311364,9606.ENSP00000311977,9606.ENSP00000314004,9606.ENSP00000314396,9606.ENSP00000318165,9606.ENSP00000319104,9606.ENSP00000320309,9606.ENSP00000323858,9606.ENSP00000326806,9606.ENSP00000328835,9606.ENSP00000329918,9606.ENSP00000335091,9606.ENSP00000339495,9606.ENSP00000339524,9606.ENSP00000340361,9606.ENSP00000340896,9606.ENSP00000342136,9606.ENSP00000342755,9606.ENSP00000342778,9606.ENSP00000344479,9606.ENSP00000345702,9606.ENSP00000346483,9606.ENSP00000346694,9606.ENSP00000347088,9606.ENSP00000348959,9606.ENSP00000350467,9606.ENSP00000351905,9606.ENSP00000354213,9606.ENSP00000354571,9606.ENSP00000354580,9606.ENSP00000354871,9606.ENSP00000355050,9606.ENSP00000355632,9606.ENSP00000355759,9606.ENSP00000356042,9606.ENSP00000356156,9606.ENSP00000357753,9606.ENSP00000358140,9606.ENSP00000358147,9606.ENSP00000360025,9606.ENSP00000360035,9606.ENSP00000360266,9606.ENSP00000361824,9606.ENSP00000362166,9606.ENSP00000362207,9606.ENSP00000362550,9606.ENSP00000363339,9606.ENSP00000363642,9606.ENSP00000363676,9606.ENSP00000363746,9606.ENSP00000364293,9606.ENSP00000365625,9606.ENSP00000366934,9606.ENSP00000366939,9606.ENSP00000367038,9606.ENSP00000368244,9606.ENSP00000369820,9606.ENSP00000373674,9606.ENSP00000374552,9606.ENSP00000376570,9606.ENSP00000377001,9606.ENSP00000377969,9606.ENSP00000380252,9606.ENSP00000380998,9606.ENSP00000381148,9606.ENSP00000381266,9606.ENSP00000384421,9606.ENSP00000385610,9606.ENSP00000387170,9606.ENSP00000395574,9606.ENSP00000396673,9606.ENSP00000396749,9606.ENSP00000400433,9606.ENSP00000400870,9606.ENSP00000400906,9606.ENSP00000405068,9606.ENSP00000406162,9606.ENSP00000407818,9606.ENSP00000416097,9606.ENSP00000417132,9606.ENSP00000417183,9606.ENSP00000417464,9606.ENSP00000417653,9606.ENSP00000419449,9606.ENSP00000422753,9606.ENSP00000427888,9606.ENSP00000432568,9606.ENSP00000437073,9606.ENSP00000438788,9606.ENSP00000440864,9606.ENSP00000441929,9606.ENSP00000442053,9606.ENSP00000442973,9606.ENSP00000445633,9606.ENSP00000448323,9606.ENSP00000462729,9606.ENSP00000464813,9606.ENSP00000465759,9606.ENSP00000466134,9606.ENSP00000466967,9606.ENSP00000481029,9606.ENSP00000482027,9606.ENSP00000482743","FKBP4,XYLT2,KIF22,MYH9,PHF5A,APEX1,PQBP1,PRSS54,PAF1,UBE2D4,SART3,USP5,B3GAT2,HBEGF,RRP9,SARS,FAM98A,C19orf43,FOSB,UBA2,RAF1,NR1H2,UTP3,TFCP2,RIPK1,AARS,APLP2,FBXW11,PRPF6,EIF2B2,RHBDL3,FN3KRP,SIK1,ASB6,PRSS23,KIT,TRMU,HDAC11,MTMR14,TRIM44,LEO1,GCN1L1,RNF214,NFATC3,TSR1,IL12A,THOP1,FOS,DESI2,VCPIP1,TAOK2,SART1,PSMC5,DDX23,MUCL1,DUS3L,ANAPC2,PRMT9,OS9,SUPT6H,FARSA,DDX54,NCBP2,TOP1MT,MEX3B,ZNRF1,NELFB,DFFB,ACVR2B,ASH2L,CREB3,RNF41,PPM1G,NR4A2,NFYA,DDRGK1,HNRNPA2B1,LARGE,MAN1A2,NAT9,TGFBR2,HS3ST3B1,RNF121,MRPL21,PPEF1,CTNNBL1,GALNT2,PARP1,EZR,PPP1R15B,IVL,EIF3A,CACUL1,GADD45A,PPP1R3D,JUN,SPTAN1,MEAF6,CHST3,CMTR1,UBXN11,BMS1,RPL11,WDR46,TSR2,DHX16,NOL9,MGME1,RRBP1,CHGB,PIGA,NT5M,RNF216,GALNT13,SPOP,GTF2F1,NFE2L2,CHMP1A,CTDSP2,WDR4,TFIP11,MEX3C,GIGYF2,TCEB3,FTSJ3,KANSL3,HNRNPF,AARSD1,UBE2L3,NOP14,PRMT1,USP46,GOLGA2,BAP1,DUSP7,RRP1,DBNL,EIF1,DDX41,HS3ST5,SPTBN2,MYO18A,CUL7,NR4A1,MUC12,RBM19,DAPK3,HIST1H2BG,BRF1,OTUD7B,RPL27,POLRMT,PRKCSH,TRMT1,PSMC3,NR4A3,TPSB2",6.07e-07,0.0029,"Macromolecule metabolic process"
"20","Process","GO:0044238",179,7332,9606,"9606.ENSP00000001008,9606.ENSP00000017003,9606.ENSP00000160827,9606.ENSP00000216181,9606.ENSP00000216252,9606.ENSP00000216714,9606.ENSP00000218224,9606.ENSP00000219240,9606.ENSP00000219301,9606.ENSP00000221265,9606.ENSP00000222402,9606.ENSP00000228284,9606.ENSP00000229268,9606.ENSP00000229583,9606.ENSP00000230053,9606.ENSP00000230990,9606.ENSP00000232888,9606.ENSP00000233575,9606.ENSP00000234111,9606.ENSP00000234677,9606.ENSP00000238823,9606.ENSP00000242784,9606.ENSP00000245919,9606.ENSP00000246548,9606.ENSP00000251849,9606.ENSP00000253727,9606.ENSP00000254803,9606.ENSP00000257915,9606.ENSP00000259808,9606.ENSP00000261772,9606.ENSP00000263265,9606.ENSP00000263574,9606.ENSP00000264932,9606.ENSP00000265094,9606.ENSP00000266079,9606.ENSP00000266126,9606.ENSP00000268835,9606.ENSP00000269051,9606.ENSP00000269373,9606.ENSP00000269848,9606.ENSP00000270162,9606.ENSP00000277458,9606.ENSP00000280258,9606.ENSP00000288135,9606.ENSP00000290846,9606.ENSP00000295757,9606.ENSP00000296003,9606.ENSP00000299413,9606.ENSP00000299601,9606.ENSP00000300648,9606.ENSP00000300650,9606.ENSP00000300688,9606.ENSP00000301364,9606.ENSP00000301452,9606.ENSP00000304467,9606.ENSP00000306245,9606.ENSP00000306528,9606.ENSP00000309031,9606.ENSP00000310094,9606.ENSP00000310448,9606.ENSP00000310572,9606.ENSP00000310723,9606.ENSP00000311364,9606.ENSP00000311977,9606.ENSP00000311984,9606.ENSP00000314004,9606.ENSP00000314396,9606.ENSP00000318165,9606.ENSP00000318602,9606.ENSP00000319104,9606.ENSP00000320309,9606.ENSP00000323858,9606.ENSP00000326806,9606.ENSP00000328835,9606.ENSP00000329918,9606.ENSP00000335091,9606.ENSP00000339495,9606.ENSP00000339524,9606.ENSP00000340361,9606.ENSP00000340896,9606.ENSP00000342136,9606.ENSP00000342755,9606.ENSP00000342778,9606.ENSP00000344352,9606.ENSP00000344479,9606.ENSP00000345702,9606.ENSP00000345771,9606.ENSP00000346483,9606.ENSP00000346694,9606.ENSP00000347088,9606.ENSP00000348959,9606.ENSP00000350012,9606.ENSP00000350467,9606.ENSP00000351905,9606.ENSP00000354213,9606.ENSP00000354571,9606.ENSP00000354580,9606.ENSP00000354871,9606.ENSP00000355050,9606.ENSP00000355632,9606.ENSP00000355759,9606.ENSP00000356156,9606.ENSP00000357000,9606.ENSP00000357452,9606.ENSP00000357583,9606.ENSP00000357753,9606.ENSP00000358140,9606.ENSP00000358147,9606.ENSP00000358232,9606.ENSP00000358417,9606.ENSP00000360025,9606.ENSP00000360035,9606.ENSP00000360266,9606.ENSP00000361824,9606.ENSP00000362166,9606.ENSP00000362207,9606.ENSP00000362550,9606.ENSP00000363001,9606.ENSP00000363339,9606.ENSP00000363642,9606.ENSP00000363676,9606.ENSP00000363746,9606.ENSP00000364293,9606.ENSP00000365625,9606.ENSP00000366934,9606.ENSP00000366939,9606.ENSP00000367038,9606.ENSP00000368244,9606.ENSP00000369820,9606.ENSP00000371253,9606.ENSP00000373674,9606.ENSP00000374552,9606.ENSP00000376570,9606.ENSP00000377001,9606.ENSP00000377969,9606.ENSP00000380252,9606.ENSP00000380998,9606.ENSP00000381148,9606.ENSP00000381266,9606.ENSP00000384421,9606.ENSP00000385610,9606.ENSP00000387170,9606.ENSP00000395574,9606.ENSP00000396673,9606.ENSP00000396749,9606.ENSP00000400433,9606.ENSP00000400870,9606.ENSP00000400906,9606.ENSP00000405068,9606.ENSP00000406162,9606.ENSP00000407818,9606.ENSP00000416097,9606.ENSP00000417132,9606.ENSP00000417183,9606.ENSP00000417464,9606.ENSP00000417653,9606.ENSP00000419449,9606.ENSP00000420914,9606.ENSP00000422753,9606.ENSP00000427888,9606.ENSP00000432568,9606.ENSP00000437073,9606.ENSP00000438788,9606.ENSP00000440864,9606.ENSP00000441929,9606.ENSP00000442053,9606.ENSP00000442973,9606.ENSP00000445633,9606.ENSP00000448323,9606.ENSP00000462729,9606.ENSP00000464813,9606.ENSP00000465759,9606.ENSP00000466134,9606.ENSP00000466967,9606.ENSP00000479130,9606.ENSP00000480053,9606.ENSP00000481029,9606.ENSP00000482027,9606.ENSP00000482743","FKBP4,XYLT2,KIF22,MYH9,PHF5A,APEX1,PQBP1,DHODH,PRSS54,PAF1,UBE2D4,SART3,USP5,ADTRP,B3GAT2,HBEGF,RRP9,SNX17,ODC1,SARS,FAM98A,C19orf43,FOSB,UBA2,RAF1,NR1H2,UTP3,TFCP2,RIPK1,AARS,PLEKHA4,APLP2,SDHA,FBXW11,PRPF6,EIF2B2,PRPSAP2,RHBDL3,FN3KRP,PFKL,SIK1,ASB6,PRSS23,KIT,TRMU,HDAC11,MTMR14,TRIM44,LEO1,GCN1L1,RNF214,ATP5L,TSR1,ACER1,THOP1,FOS,DESI2,VCPIP1,TAOK2,SART1,PSMC5,DDX23,MUCL1,DUS3L,CARKD,ANAPC2,PRMT9,OS9,PRTFDC1,SUPT6H,FARSA,DDX54,NCBP2,TOP1MT,MEX3B,ZNRF1,NELFB,DFFB,ACVR2B,ASH2L,CREB3,RNF41,PPM1G,ATF3,NR4A2,NFYA,PFKM,DDRGK1,HNRNPA2B1,LARGE,MAN1A2,ACSL3,NAT9,TGFBR2,HS3ST3B1,RNF121,MRPL21,PPEF1,CTNNBL1,GALNT2,PARP1,PPP1R15B,USF1,PMVK,INPP5A,IVL,EIF3A,CACUL1,PNLIPRP3,PHGDH,GADD45A,PPP1R3D,JUN,SPTAN1,MEAF6,CHST3,CMTR1,SMPDL3B,UBXN11,BMS1,RPL11,WDR46,TSR2,DHX16,NOL9,MGME1,RRBP1,CHGB,PIGA,GART,NT5M,RNF216,GALNT13,SPOP,GTF2F1,NFE2L2,CHMP1A,CTDSP2,WDR4,TFIP11,MEX3C,GIGYF2,TCEB3,FTSJ3,KANSL3,HNRNPF,AARSD1,UBE2L3,NOP14,PRMT1,USP46,GOLGA2,BAP1,DUSP7,RRP1,DBNL,EIF1,HSD17B4,DDX41,HS3ST5,SPTBN2,MYO18A,CUL7,NR4A1,MUC12,RBM19,DAPK3,HIST1H2BG,BRF1,OTUD7B,RPL27,POLRMT,PRKCSH,TRMT1,ACSF3,GPIHBP1,PSMC3,NR4A3,TPSB2",1.17e-06,0.003,"Primary metabolic process"
"21","Process","GO:0010467",66,2056,9606,"9606.ENSP00000216252,9606.ENSP00000218224,9606.ENSP00000221265,9606.ENSP00000228284,9606.ENSP00000232888,9606.ENSP00000234677,9606.ENSP00000245919,9606.ENSP00000253727,9606.ENSP00000254803,9606.ENSP00000257915,9606.ENSP00000261772,9606.ENSP00000266079,9606.ENSP00000266126,9606.ENSP00000288135,9606.ENSP00000290846,9606.ENSP00000299601,9606.ENSP00000300648,9606.ENSP00000300659,9606.ENSP00000301364,9606.ENSP00000303231,9606.ENSP00000306245,9606.ENSP00000310448,9606.ENSP00000310723,9606.ENSP00000311977,9606.ENSP00000314396,9606.ENSP00000319104,9606.ENSP00000320309,9606.ENSP00000323858,9606.ENSP00000326806,9606.ENSP00000339495,9606.ENSP00000340896,9606.ENSP00000342136,9606.ENSP00000344479,9606.ENSP00000345702,9606.ENSP00000346694,9606.ENSP00000354580,9606.ENSP00000355050,9606.ENSP00000355759,9606.ENSP00000358140,9606.ENSP00000360266,9606.ENSP00000362550,9606.ENSP00000363642,9606.ENSP00000363676,9606.ENSP00000363746,9606.ENSP00000364293,9606.ENSP00000365625,9606.ENSP00000366934,9606.ENSP00000367038,9606.ENSP00000377969,9606.ENSP00000381266,9606.ENSP00000384421,9606.ENSP00000395574,9606.ENSP00000396673,9606.ENSP00000400433,9606.ENSP00000400870,9606.ENSP00000405068,9606.ENSP00000417464,9606.ENSP00000419449,9606.ENSP00000422753,9606.ENSP00000440864,9606.ENSP00000442053,9606.ENSP00000448323,9606.ENSP00000464813,9606.ENSP00000465759,9606.ENSP00000466967,9606.ENSP00000482027","PHF5A,PQBP1,PAF1,SART3,RRP9,SARS,FOSB,NR1H2,UTP3,TFCP2,AARS,PRPF6,EIF2B2,KIT,TRMU,LEO1,GCN1L1,NFATC3,TSR1,IL12A,FOS,SART1,DDX23,DUS3L,PRMT9,SUPT6H,FARSA,DDX54,NCBP2,NELFB,ASH2L,CREB3,NR4A2,NFYA,HNRNPA2B1,MRPL21,CTNNBL1,PARP1,EIF3A,JUN,CMTR1,BMS1,RPL11,WDR46,TSR2,DHX16,NOL9,RRBP1,GTF2F1,WDR4,TFIP11,TCEB3,FTSJ3,HNRNPF,AARSD1,NOP14,RRP1,EIF1,DDX41,NR4A1,RBM19,BRF1,RPL27,POLRMT,TRMT1,NR4A3",6.13e-06,0.0114,"Gene expression"
