"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:0044237",259,7513,9606,"9606.ENSP00000188790,9606.ENSP00000196061,9606.ENSP00000200181,9606.ENSP00000200676,9606.ENSP00000210313,9606.ENSP00000216330,9606.ENSP00000216452,9606.ENSP00000216455,9606.ENSP00000216554,9606.ENSP00000216832,9606.ENSP00000216962,9606.ENSP00000217958,9606.ENSP00000221138,9606.ENSP00000221730,9606.ENSP00000223127,9606.ENSP00000225298,9606.ENSP00000225719,9606.ENSP00000227667,9606.ENSP00000230085,9606.ENSP00000234420,9606.ENSP00000237455,9606.ENSP00000239231,9606.ENSP00000239891,9606.ENSP00000241052,9606.ENSP00000242719,9606.ENSP00000244227,9606.ENSP00000248594,9606.ENSP00000249299,9606.ENSP00000252590,9606.ENSP00000252723,9606.ENSP00000252826,9606.ENSP00000253099,9606.ENSP00000254193,9606.ENSP00000254719,9606.ENSP00000256078,9606.ENSP00000256151,9606.ENSP00000258169,9606.ENSP00000258428,9606.ENSP00000258772,9606.ENSP00000259050,9606.ENSP00000259605,9606.ENSP00000260443,9606.ENSP00000260508,9606.ENSP00000260810,9606.ENSP00000261483,9606.ENSP00000261593,9606.ENSP00000261721,9606.ENSP00000262160,9606.ENSP00000262460,9606.ENSP00000262554,9606.ENSP00000263383,9606.ENSP00000263960,9606.ENSP00000264005,9606.ENSP00000264156,9606.ENSP00000264193,9606.ENSP00000264389,9606.ENSP00000265000,9606.ENSP00000268717,9606.ENSP00000268896,9606.ENSP00000269228,9606.ENSP00000269571,9606.ENSP00000271308,9606.ENSP00000271620,9606.ENSP00000272067,9606.ENSP00000274376,9606.ENSP00000282516,9606.ENSP00000283875,9606.ENSP00000287490,9606.ENSP00000288774,9606.ENSP00000289119,9606.ENSP00000290277,9606.ENSP00000295899,9606.ENSP00000296088,9606.ENSP00000296099,9606.ENSP00000296456,9606.ENSP00000296503,9606.ENSP00000296564,9606.ENSP00000296870,9606.ENSP00000297689,9606.ENSP00000299155,9606.ENSP00000300413,9606.ENSP00000300688,9606.ENSP00000301012,9606.ENSP00000301178,9606.ENSP00000301396,9606.ENSP00000301607,9606.ENSP00000302160,9606.ENSP00000302234,9606.ENSP00000303754,9606.ENSP00000306010,9606.ENSP00000306528,9606.ENSP00000306548,9606.ENSP00000307298,9606.ENSP00000309141,9606.ENSP00000310623,9606.ENSP00000310661,9606.ENSP00000310861,9606.ENSP00000311032,9606.ENSP00000315791,9606.ENSP00000316244,9606.ENSP00000318480,9606.ENSP00000318635,9606.ENSP00000319756,9606.ENSP00000321070,9606.ENSP00000323424,9606.ENSP00000325425,9606.ENSP00000325612,9606.ENSP00000326261,9606.ENSP00000326272,9606.ENSP00000328875,9606.ENSP00000331201,9606.ENSP00000331310,9606.ENSP00000337180,9606.ENSP00000338345,9606.ENSP00000338673,9606.ENSP00000339495,9606.ENSP00000340361,9606.ENSP00000341361,9606.ENSP00000341779,9606.ENSP00000342105,9606.ENSP00000345195,9606.ENSP00000345270,9606.ENSP00000345793,9606.ENSP00000345853,9606.ENSP00000346300,9606.ENSP00000349437,9606.ENSP00000349543,9606.ENSP00000350708,9606.ENSP00000351697,9606.ENSP00000351789,9606.ENSP00000351990,9606.ENSP00000352414,9606.ENSP00000353741,9606.ENSP00000354340,9606.ENSP00000354633,9606.ENSP00000355014,9606.ENSP00000355231,9606.ENSP00000355566,9606.ENSP00000355651,9606.ENSP00000355889,9606.ENSP00000356438,9606.ENSP00000357259,9606.ENSP00000357304,9606.ENSP00000357928,9606.ENSP00000358072,9606.ENSP00000358335,9606.ENSP00000358695,9606.ENSP00000358737,9606.ENSP00000359132,9606.ENSP00000359295,9606.ENSP00000359506,9606.ENSP00000359609,9606.ENSP00000359956,9606.ENSP00000360525,9606.ENSP00000360613,9606.ENSP00000360939,9606.ENSP00000361366,9606.ENSP00000361658,9606.ENSP00000361777,9606.ENSP00000361918,9606.ENSP00000361927,9606.ENSP00000362299,9606.ENSP00000362387,9606.ENSP00000363019,9606.ENSP00000365312,9606.ENSP00000365950,9606.ENSP00000367203,9606.ENSP00000367440,9606.ENSP00000367608,9606.ENSP00000367623,9606.ENSP00000367697,9606.ENSP00000368190,9606.ENSP00000368356,9606.ENSP00000368884,9606.ENSP00000369375,9606.ENSP00000369391,9606.ENSP00000369530,9606.ENSP00000370376,9606.ENSP00000371000,9606.ENSP00000371554,9606.ENSP00000373713,9606.ENSP00000374354,9606.ENSP00000375942,9606.ENSP00000376142,9606.ENSP00000376611,9606.ENSP00000377867,9606.ENSP00000378323,9606.ENSP00000378332,9606.ENSP00000378405,9606.ENSP00000378725,9606.ENSP00000379042,9606.ENSP00000379372,9606.ENSP00000380378,9606.ENSP00000380793,9606.ENSP00000381340,9606.ENSP00000381717,9606.ENSP00000382177,9606.ENSP00000382805,9606.ENSP00000384004,9606.ENSP00000384109,9606.ENSP00000385610,9606.ENSP00000385751,9606.ENSP00000386134,9606.ENSP00000386660,9606.ENSP00000387050,9606.ENSP00000387362,9606.ENSP00000387699,9606.ENSP00000388325,9606.ENSP00000389813,9606.ENSP00000392028,9606.ENSP00000392270,9606.ENSP00000400591,9606.ENSP00000403397,9606.ENSP00000404381,9606.ENSP00000406598,9606.ENSP00000408002,9606.ENSP00000408411,9606.ENSP00000408526,9606.ENSP00000408860,9606.ENSP00000409131,9606.ENSP00000410758,9606.ENSP00000410833,9606.ENSP00000411099,9606.ENSP00000415151,9606.ENSP00000416534,9606.ENSP00000417138,9606.ENSP00000417185,9606.ENSP00000417686,9606.ENSP00000418008,9606.ENSP00000418563,9606.ENSP00000418910,9606.ENSP00000419045,9606.ENSP00000420037,9606.ENSP00000420195,9606.ENSP00000422392,9606.ENSP00000428085,9606.ENSP00000428209,9606.ENSP00000428223,9606.ENSP00000430338,9606.ENSP00000436047,9606.ENSP00000438144,9606.ENSP00000438689,9606.ENSP00000438788,9606.ENSP00000444029,9606.ENSP00000445359,9606.ENSP00000448998,9606.ENSP00000451000,9606.ENSP00000452697,9606.ENSP00000461749,9606.ENSP00000462963,9606.ENSP00000463058,9606.ENSP00000463650,9606.ENSP00000465759,9606.ENSP00000472998,9606.ENSP00000478310,9606.ENSP00000479953,9606.ENSP00000480186,9606.ENSP00000480476,9606.ENSP00000482504","FAP,PLOD1,ITGB4,CETP,PSMD5,FKBP3,PIGH,PSMA3,EIF5,PNN,PYGB,PSMD10,PPP2CB,EPHX3,PLOD3,UTP18,CPD,APOC3,SNX3,MSH6,RNF103,PANK3,ALG5,CAT,RNF11,SNRNP27,PTPN12,LSM8,PLVAP,EPO,TRPM4,MRPL4,SNRPA1,RPA1,KRAS,CCDC59,MPHOSPH6,REV1,DDX56,MARCH7,RNF38,RSL24D1,CCBL2,TOPBP1,MAN2A1,RNF138,BTBD1,SMAD2,GINS1,SPTLC1,ILVBL,COQ10B,LCAT,MCM6,CPOX,COPS4,GALNT7,COPS3,PCTP,NPC1,ERBB2,PSMA5,PRUNE,ACP1,RASA1,NIPBL,GTF2E1,COX6A2,PEX10,ABHD3,ARAF,THOC7,SNRK,UCN,APEH,HMGB2,ICE1,IL3,NFIL3,AMN,SNRPD1,ATP5L,MVD,AXL,PELP1,EVPL,LSM3,CCL11,PPID,ARF4,DESI2,MRPL13,FEM1B,MARCH3,ISCU,PDE7B,KRT2,CASP3,CSTF3,HTR1A,YME1L1,SUMO4,TENC1,ME2,ISG20L2,MAT2B,MED16,SRRM1,FOXL1,TRAK2,HGS,MORF4L1,AZIN1,SNCA,CDK10,NELFB,ACVR2B,RNF13,PPP1CC,DYRK2,UBQLN2,MGAT3,ZC3H7B,DUSP9,CRKL,IGF2R,PEX2,RAD23B,REV3L,PELI1,NAE1,FGF17,ETF1,UBA3,TAF11,PJA1,BECN1,TOMM20,RAB4A,IARS2,PTGS2,PMF1-BGLAP,KIAA0907,CDC40,ATG5,MAP3K7,CYB5R4,ATP5F1,EXTL2,DR1,FMR1,LMBRD1,ELOVL5,MAGOH,UBE2A,CMPK1,SFTPD,NUP188,SET,PPIE,HNRNPH2,ENG,TSPAN15,UBE2D1,ABI1,RBM3,KDM6A,TDP2,CA9,HSPA14,ATP6AP2,NPHS1,PRKD3,RPS6KA3,TEK,RPP40,ALOX15B,DUT,RNF6,SOD3,SACM1L,EXOSC8,TBP,INPP1,TDG,MST4,PPP3CA,TGFB1I1,BCKDK,KTN1,ERO1L,GTF2A2,PAFAH1B1,ALG3,GGT5,UBE2D2,MYO5A,BACH1,POU6F2,CUL4B,MEX3C,MARK2,NGDN,KDM3A,PLD3,UBE4A,CREB1,LAMB2,ACAD10,CHD7,STRAP,SNRPE,ZDHHC17,DNAJB14,C4orf27,VRK2,LAMP2,IMPA1,CYP21A2,WSB2,LSM5,GBE1,TLK1,CBFB,DDX46,PLTP,VWA1,SLBP,MRPS22,U2SURP,SELT,GCH1,PIGP,SRSF10,LSM6,RPL30,UBE2V2,RPL26L1,INTS8,ST3GAL4,MDH1,ACADVL,CUL7,NUP153,ATP8B1,CYP4F12,ZBTB1,SEC11A,CTDNEP1,TEFM,RBM8A,RNF115,POLRMT,SNRNP70,SPCS1,LRRC8E,POLD2,OPLAH,NR2E3",1.53e-12,1.96e-08,"Cellular metabolic process"
"Process","GO:0043170",220,6137,9606,"9606.ENSP00000188790,9606.ENSP00000196061,9606.ENSP00000210313,9606.ENSP00000216330,9606.ENSP00000216452,9606.ENSP00000216455,9606.ENSP00000216554,9606.ENSP00000216832,9606.ENSP00000216962,9606.ENSP00000217958,9606.ENSP00000221138,9606.ENSP00000223127,9606.ENSP00000225298,9606.ENSP00000225719,9606.ENSP00000227667,9606.ENSP00000230085,9606.ENSP00000234420,9606.ENSP00000237455,9606.ENSP00000239891,9606.ENSP00000241052,9606.ENSP00000242719,9606.ENSP00000244227,9606.ENSP00000248594,9606.ENSP00000249299,9606.ENSP00000252590,9606.ENSP00000252723,9606.ENSP00000252826,9606.ENSP00000253099,9606.ENSP00000254193,9606.ENSP00000254719,9606.ENSP00000256078,9606.ENSP00000256151,9606.ENSP00000258169,9606.ENSP00000258428,9606.ENSP00000258772,9606.ENSP00000259050,9606.ENSP00000259605,9606.ENSP00000260443,9606.ENSP00000260810,9606.ENSP00000261483,9606.ENSP00000261593,9606.ENSP00000261721,9606.ENSP00000262160,9606.ENSP00000262316,9606.ENSP00000262460,9606.ENSP00000264005,9606.ENSP00000264156,9606.ENSP00000264389,9606.ENSP00000265000,9606.ENSP00000268717,9606.ENSP00000269228,9606.ENSP00000269571,9606.ENSP00000271308,9606.ENSP00000272067,9606.ENSP00000274376,9606.ENSP00000282516,9606.ENSP00000283875,9606.ENSP00000288774,9606.ENSP00000290277,9606.ENSP00000295899,9606.ENSP00000296088,9606.ENSP00000296456,9606.ENSP00000296503,9606.ENSP00000296564,9606.ENSP00000296870,9606.ENSP00000297689,9606.ENSP00000300413,9606.ENSP00000301012,9606.ENSP00000301178,9606.ENSP00000301396,9606.ENSP00000301607,9606.ENSP00000302160,9606.ENSP00000302234,9606.ENSP00000303754,9606.ENSP00000306010,9606.ENSP00000306528,9606.ENSP00000306548,9606.ENSP00000307298,9606.ENSP00000309141,9606.ENSP00000310861,9606.ENSP00000311032,9606.ENSP00000313875,9606.ENSP00000315791,9606.ENSP00000318480,9606.ENSP00000318635,9606.ENSP00000319756,9606.ENSP00000323424,9606.ENSP00000325612,9606.ENSP00000326261,9606.ENSP00000326272,9606.ENSP00000328875,9606.ENSP00000331201,9606.ENSP00000331310,9606.ENSP00000338345,9606.ENSP00000338673,9606.ENSP00000339495,9606.ENSP00000340361,9606.ENSP00000341361,9606.ENSP00000341779,9606.ENSP00000342105,9606.ENSP00000345195,9606.ENSP00000345270,9606.ENSP00000345793,9606.ENSP00000345853,9606.ENSP00000346300,9606.ENSP00000349437,9606.ENSP00000349543,9606.ENSP00000350708,9606.ENSP00000351697,9606.ENSP00000351789,9606.ENSP00000351990,9606.ENSP00000352414,9606.ENSP00000353741,9606.ENSP00000354340,9606.ENSP00000354633,9606.ENSP00000355014,9606.ENSP00000355231,9606.ENSP00000355566,9606.ENSP00000355889,9606.ENSP00000356438,9606.ENSP00000357259,9606.ENSP00000357304,9606.ENSP00000357928,9606.ENSP00000358072,9606.ENSP00000358335,9606.ENSP00000359132,9606.ENSP00000359295,9606.ENSP00000359506,9606.ENSP00000360525,9606.ENSP00000360613,9606.ENSP00000361366,9606.ENSP00000361658,9606.ENSP00000361777,9606.ENSP00000361918,9606.ENSP00000361927,9606.ENSP00000362299,9606.ENSP00000362387,9606.ENSP00000363019,9606.ENSP00000365312,9606.ENSP00000365950,9606.ENSP00000367203,9606.ENSP00000367440,9606.ENSP00000367623,9606.ENSP00000367697,9606.ENSP00000368190,9606.ENSP00000368356,9606.ENSP00000368884,9606.ENSP00000369375,9606.ENSP00000369391,9606.ENSP00000370376,9606.ENSP00000371000,9606.ENSP00000374354,9606.ENSP00000375942,9606.ENSP00000376611,9606.ENSP00000377867,9606.ENSP00000378323,9606.ENSP00000378332,9606.ENSP00000378405,9606.ENSP00000378504,9606.ENSP00000378725,9606.ENSP00000379042,9606.ENSP00000379372,9606.ENSP00000380793,9606.ENSP00000381340,9606.ENSP00000381717,9606.ENSP00000382805,9606.ENSP00000384004,9606.ENSP00000384109,9606.ENSP00000385610,9606.ENSP00000385751,9606.ENSP00000386134,9606.ENSP00000386660,9606.ENSP00000387050,9606.ENSP00000387362,9606.ENSP00000387699,9606.ENSP00000388325,9606.ENSP00000392028,9606.ENSP00000392270,9606.ENSP00000400591,9606.ENSP00000403397,9606.ENSP00000404381,9606.ENSP00000406598,9606.ENSP00000408002,9606.ENSP00000408411,9606.ENSP00000409131,9606.ENSP00000410758,9606.ENSP00000410833,9606.ENSP00000411099,9606.ENSP00000415151,9606.ENSP00000416534,9606.ENSP00000417185,9606.ENSP00000417686,9606.ENSP00000418008,9606.ENSP00000418563,9606.ENSP00000418910,9606.ENSP00000420037,9606.ENSP00000420195,9606.ENSP00000422392,9606.ENSP00000428085,9606.ENSP00000428209,9606.ENSP00000428223,9606.ENSP00000430338,9606.ENSP00000436047,9606.ENSP00000438788,9606.ENSP00000444029,9606.ENSP00000451000,9606.ENSP00000452697,9606.ENSP00000461749,9606.ENSP00000462963,9606.ENSP00000463058,9606.ENSP00000463650,9606.ENSP00000465759,9606.ENSP00000470555,9606.ENSP00000472998,9606.ENSP00000478298,9606.ENSP00000478310,9606.ENSP00000479953,9606.ENSP00000480186,9606.ENSP00000482504,9606.ENSP00000484411","FAP,PLOD1,PSMD5,FKBP3,PIGH,PSMA3,EIF5,PNN,PYGB,PSMD10,PPP2CB,PLOD3,UTP18,CPD,APOC3,SNX3,MSH6,RNF103,ALG5,CAT,RNF11,SNRNP27,PTPN12,LSM8,PLVAP,EPO,TRPM4,MRPL4,SNRPA1,RPA1,KRAS,CCDC59,MPHOSPH6,REV1,DDX56,MARCH7,RNF38,RSL24D1,TOPBP1,MAN2A1,RNF138,BTBD1,SMAD2,RHBDF1,GINS1,LCAT,MCM6,COPS4,GALNT7,COPS3,NPC1,ERBB2,PSMA5,ACP1,RASA1,NIPBL,GTF2E1,PEX10,ARAF,THOC7,SNRK,APEH,HMGB2,ICE1,IL3,NFIL3,SNRPD1,MVD,AXL,PELP1,EVPL,LSM3,CCL11,PPID,ARF4,DESI2,MRPL13,FEM1B,MARCH3,KRT2,CASP3,CD46,CSTF3,YME1L1,SUMO4,TENC1,ISG20L2,MED16,SRRM1,FOXL1,TRAK2,HGS,MORF4L1,SNCA,CDK10,NELFB,ACVR2B,RNF13,PPP1CC,DYRK2,UBQLN2,MGAT3,ZC3H7B,DUSP9,CRKL,IGF2R,PEX2,RAD23B,REV3L,PELI1,NAE1,FGF17,ETF1,UBA3,TAF11,PJA1,BECN1,TOMM20,IARS2,PTGS2,PMF1-BGLAP,KIAA0907,CDC40,ATG5,MAP3K7,EXTL2,DR1,FMR1,MAGOH,UBE2A,SFTPD,NUP188,SET,PPIE,HNRNPH2,ENG,TSPAN15,UBE2D1,ABI1,RBM3,KDM6A,TDP2,HSPA14,ATP6AP2,NPHS1,PRKD3,RPS6KA3,TEK,RPP40,DUT,RNF6,EXOSC8,TBP,TDG,MST4,PPP3CA,TGFB1I1,BCKDK,NXF3,KTN1,ERO1L,GTF2A2,ALG3,GGT5,UBE2D2,BACH1,POU6F2,CUL4B,MEX3C,MARK2,NGDN,KDM3A,PLD3,UBE4A,CREB1,LAMB2,CHD7,STRAP,SNRPE,ZDHHC17,DNAJB14,C4orf27,VRK2,LAMP2,WSB2,LSM5,GBE1,TLK1,CBFB,DDX46,VWA1,SLBP,MRPS22,U2SURP,SELT,PIGP,SRSF10,LSM6,RPL30,UBE2V2,RPL26L1,INTS8,ST3GAL4,CUL7,NUP153,ZBTB1,SEC11A,CTDNEP1,TEFM,RBM8A,RNF115,POLRMT,KLK13,SNRNP70,SPPL2B,SPCS1,LRRC8E,POLD2,NR2E3,HOXA3",1.29e-11,8.32e-08,"Macromolecule metabolic process"
"Process","GO:0071704",260,7755,9606,"9606.ENSP00000188790,9606.ENSP00000196061,9606.ENSP00000200676,9606.ENSP00000210313,9606.ENSP00000216330,9606.ENSP00000216452,9606.ENSP00000216455,9606.ENSP00000216554,9606.ENSP00000216832,9606.ENSP00000216962,9606.ENSP00000217958,9606.ENSP00000221138,9606.ENSP00000221730,9606.ENSP00000223127,9606.ENSP00000225298,9606.ENSP00000225719,9606.ENSP00000227667,9606.ENSP00000230085,9606.ENSP00000234420,9606.ENSP00000237455,9606.ENSP00000239231,9606.ENSP00000239891,9606.ENSP00000241052,9606.ENSP00000242719,9606.ENSP00000244227,9606.ENSP00000248594,9606.ENSP00000249299,9606.ENSP00000252590,9606.ENSP00000252723,9606.ENSP00000252826,9606.ENSP00000253099,9606.ENSP00000254193,9606.ENSP00000254719,9606.ENSP00000256078,9606.ENSP00000256151,9606.ENSP00000258169,9606.ENSP00000258428,9606.ENSP00000258772,9606.ENSP00000259050,9606.ENSP00000259605,9606.ENSP00000260443,9606.ENSP00000260508,9606.ENSP00000260810,9606.ENSP00000261483,9606.ENSP00000261593,9606.ENSP00000261721,9606.ENSP00000262160,9606.ENSP00000262316,9606.ENSP00000262460,9606.ENSP00000262554,9606.ENSP00000263383,9606.ENSP00000263960,9606.ENSP00000264005,9606.ENSP00000264156,9606.ENSP00000264193,9606.ENSP00000264389,9606.ENSP00000265000,9606.ENSP00000268717,9606.ENSP00000268896,9606.ENSP00000269228,9606.ENSP00000269571,9606.ENSP00000271308,9606.ENSP00000271620,9606.ENSP00000272067,9606.ENSP00000274376,9606.ENSP00000282516,9606.ENSP00000283875,9606.ENSP00000288774,9606.ENSP00000289119,9606.ENSP00000290277,9606.ENSP00000295899,9606.ENSP00000296088,9606.ENSP00000296456,9606.ENSP00000296503,9606.ENSP00000296564,9606.ENSP00000296870,9606.ENSP00000297689,9606.ENSP00000299155,9606.ENSP00000300413,9606.ENSP00000300688,9606.ENSP00000301012,9606.ENSP00000301178,9606.ENSP00000301396,9606.ENSP00000301607,9606.ENSP00000302160,9606.ENSP00000302234,9606.ENSP00000303754,9606.ENSP00000306010,9606.ENSP00000306528,9606.ENSP00000306548,9606.ENSP00000307298,9606.ENSP00000309141,9606.ENSP00000310661,9606.ENSP00000310861,9606.ENSP00000311032,9606.ENSP00000313875,9606.ENSP00000315791,9606.ENSP00000316244,9606.ENSP00000316786,9606.ENSP00000318480,9606.ENSP00000318635,9606.ENSP00000319756,9606.ENSP00000321070,9606.ENSP00000323424,9606.ENSP00000325425,9606.ENSP00000325612,9606.ENSP00000326261,9606.ENSP00000326272,9606.ENSP00000328875,9606.ENSP00000331201,9606.ENSP00000331310,9606.ENSP00000337180,9606.ENSP00000338345,9606.ENSP00000338673,9606.ENSP00000339495,9606.ENSP00000340361,9606.ENSP00000341361,9606.ENSP00000341779,9606.ENSP00000342105,9606.ENSP00000345195,9606.ENSP00000345270,9606.ENSP00000345793,9606.ENSP00000345853,9606.ENSP00000346300,9606.ENSP00000349437,9606.ENSP00000349543,9606.ENSP00000350708,9606.ENSP00000351697,9606.ENSP00000351789,9606.ENSP00000351990,9606.ENSP00000352414,9606.ENSP00000353741,9606.ENSP00000354340,9606.ENSP00000354476,9606.ENSP00000354633,9606.ENSP00000355014,9606.ENSP00000355231,9606.ENSP00000355566,9606.ENSP00000355651,9606.ENSP00000355889,9606.ENSP00000356438,9606.ENSP00000357259,9606.ENSP00000357304,9606.ENSP00000357928,9606.ENSP00000358072,9606.ENSP00000358335,9606.ENSP00000358737,9606.ENSP00000359132,9606.ENSP00000359295,9606.ENSP00000359506,9606.ENSP00000359609,9606.ENSP00000359956,9606.ENSP00000360525,9606.ENSP00000360613,9606.ENSP00000360939,9606.ENSP00000361366,9606.ENSP00000361658,9606.ENSP00000361777,9606.ENSP00000361918,9606.ENSP00000361927,9606.ENSP00000362299,9606.ENSP00000362387,9606.ENSP00000363019,9606.ENSP00000365312,9606.ENSP00000365950,9606.ENSP00000367203,9606.ENSP00000367440,9606.ENSP00000367623,9606.ENSP00000367697,9606.ENSP00000368190,9606.ENSP00000368356,9606.ENSP00000368884,9606.ENSP00000369375,9606.ENSP00000369391,9606.ENSP00000369530,9606.ENSP00000370376,9606.ENSP00000371000,9606.ENSP00000373713,9606.ENSP00000374354,9606.ENSP00000375942,9606.ENSP00000376142,9606.ENSP00000376611,9606.ENSP00000377867,9606.ENSP00000378323,9606.ENSP00000378332,9606.ENSP00000378405,9606.ENSP00000378504,9606.ENSP00000378725,9606.ENSP00000379042,9606.ENSP00000379372,9606.ENSP00000380378,9606.ENSP00000380793,9606.ENSP00000381340,9606.ENSP00000381717,9606.ENSP00000382177,9606.ENSP00000382805,9606.ENSP00000384004,9606.ENSP00000384109,9606.ENSP00000385610,9606.ENSP00000385751,9606.ENSP00000386134,9606.ENSP00000386660,9606.ENSP00000387050,9606.ENSP00000387362,9606.ENSP00000387699,9606.ENSP00000388325,9606.ENSP00000389813,9606.ENSP00000392028,9606.ENSP00000392270,9606.ENSP00000400591,9606.ENSP00000403397,9606.ENSP00000404381,9606.ENSP00000406598,9606.ENSP00000408002,9606.ENSP00000408411,9606.ENSP00000408526,9606.ENSP00000408860,9606.ENSP00000409131,9606.ENSP00000410758,9606.ENSP00000410833,9606.ENSP00000411099,9606.ENSP00000415151,9606.ENSP00000416534,9606.ENSP00000417138,9606.ENSP00000417185,9606.ENSP00000417686,9606.ENSP00000418008,9606.ENSP00000418563,9606.ENSP00000418910,9606.ENSP00000419045,9606.ENSP00000420037,9606.ENSP00000420195,9606.ENSP00000422392,9606.ENSP00000428085,9606.ENSP00000428209,9606.ENSP00000428223,9606.ENSP00000430338,9606.ENSP00000436047,9606.ENSP00000438144,9606.ENSP00000438689,9606.ENSP00000438788,9606.ENSP00000444029,9606.ENSP00000445359,9606.ENSP00000448998,9606.ENSP00000451000,9606.ENSP00000452697,9606.ENSP00000461749,9606.ENSP00000462963,9606.ENSP00000463058,9606.ENSP00000463650,9606.ENSP00000465759,9606.ENSP00000470555,9606.ENSP00000472998,9606.ENSP00000478298,9606.ENSP00000478310,9606.ENSP00000479953,9606.ENSP00000480186,9606.ENSP00000480476,9606.ENSP00000482504,9606.ENSP00000484411","FAP,PLOD1,CETP,PSMD5,FKBP3,PIGH,PSMA3,EIF5,PNN,PYGB,PSMD10,PPP2CB,EPHX3,PLOD3,UTP18,CPD,APOC3,SNX3,MSH6,RNF103,PANK3,ALG5,CAT,RNF11,SNRNP27,PTPN12,LSM8,PLVAP,EPO,TRPM4,MRPL4,SNRPA1,RPA1,KRAS,CCDC59,MPHOSPH6,REV1,DDX56,MARCH7,RNF38,RSL24D1,CCBL2,TOPBP1,MAN2A1,RNF138,BTBD1,SMAD2,RHBDF1,GINS1,SPTLC1,ILVBL,COQ10B,LCAT,MCM6,CPOX,COPS4,GALNT7,COPS3,PCTP,NPC1,ERBB2,PSMA5,PRUNE,ACP1,RASA1,NIPBL,GTF2E1,PEX10,ABHD3,ARAF,THOC7,SNRK,APEH,HMGB2,ICE1,IL3,NFIL3,AMN,SNRPD1,ATP5L,MVD,AXL,PELP1,EVPL,LSM3,CCL11,PPID,ARF4,DESI2,MRPL13,FEM1B,MARCH3,PDE7B,KRT2,CASP3,CD46,CSTF3,HTR1A,HSD11B2,YME1L1,SUMO4,TENC1,ME2,ISG20L2,MAT2B,MED16,SRRM1,FOXL1,TRAK2,HGS,MORF4L1,AZIN1,SNCA,CDK10,NELFB,ACVR2B,RNF13,PPP1CC,DYRK2,UBQLN2,MGAT3,ZC3H7B,DUSP9,CRKL,IGF2R,PEX2,RAD23B,REV3L,PELI1,NAE1,FGF17,ETF1,UBA3,SREBF2,TAF11,PJA1,BECN1,TOMM20,RAB4A,IARS2,PTGS2,PMF1-BGLAP,KIAA0907,CDC40,ATG5,MAP3K7,ATP5F1,EXTL2,DR1,FMR1,LMBRD1,ELOVL5,MAGOH,UBE2A,CMPK1,SFTPD,NUP188,SET,PPIE,HNRNPH2,ENG,TSPAN15,UBE2D1,ABI1,RBM3,KDM6A,TDP2,HSPA14,ATP6AP2,NPHS1,PRKD3,RPS6KA3,TEK,RPP40,ALOX15B,DUT,RNF6,SACM1L,EXOSC8,TBP,INPP1,TDG,MST4,PPP3CA,TGFB1I1,BCKDK,NXF3,KTN1,ERO1L,GTF2A2,PAFAH1B1,ALG3,GGT5,UBE2D2,MYO5A,BACH1,POU6F2,CUL4B,MEX3C,MARK2,NGDN,KDM3A,PLD3,UBE4A,CREB1,LAMB2,ACAD10,CHD7,STRAP,SNRPE,ZDHHC17,DNAJB14,C4orf27,VRK2,LAMP2,IMPA1,CYP21A2,WSB2,LSM5,GBE1,TLK1,CBFB,DDX46,PLTP,VWA1,SLBP,MRPS22,U2SURP,SELT,GCH1,PIGP,SRSF10,LSM6,RPL30,UBE2V2,RPL26L1,INTS8,ST3GAL4,MDH1,ACADVL,CUL7,NUP153,ATP8B1,CYP4F12,ZBTB1,SEC11A,CTDNEP1,TEFM,RBM8A,RNF115,POLRMT,KLK13,SNRNP70,SPPL2B,SPCS1,LRRC8E,POLD2,OPLAH,NR2E3,HOXA3",3.7e-11,1.59e-07,"Organic substance metabolic process"
