"x"
"ENSG00000000971"
"ENSG00000001461"
"ENSG00000001617"
"ENSG00000001630"
"ENSG00000005059"
"ENSG00000005206"
"ENSG00000005810"
"ENSG00000006283"
"ENSG00000006377"
"ENSG00000006534"
"ENSG00000006625"
"ENSG00000006715"
"ENSG00000007047"
"ENSG00000007384"
"ENSG00000007923"
"ENSG00000008516"
"ENSG00000008517"
"ENSG00000008853"
"ENSG00000009307"
"ENSG00000009950"
"ENSG00000010404"
"ENSG00000010539"
"ENSG00000010803"
"ENSG00000010818"
"ENSG00000010932"
"ENSG00000011260"
"ENSG00000011275"
"ENSG00000011295"
"ENSG00000011332"
"ENSG00000011454"
"ENSG00000011677"
"ENSG00000012822"
"ENSG00000012963"
"ENSG00000013563"
"ENSG00000013725"
"ENSG00000014138"
"ENSG00000015413"
"ENSG00000015532"
"ENSG00000016082"
"ENSG00000018280"
"ENSG00000018625"
"ENSG00000019186"
"ENSG00000019991"
"ENSG00000020129"
"ENSG00000020181"
"ENSG00000022277"
"ENSG00000023734"
"ENSG00000023909"
"ENSG00000025293"
"ENSG00000025796"
"ENSG00000026751"
"ENSG00000026950"
"ENSG00000028137"
"ENSG00000029639"
"ENSG00000030066"
"ENSG00000031823"
"ENSG00000033170"
"ENSG00000035720"
"ENSG00000036828"
"ENSG00000037897"
"ENSG00000038382"
"ENSG00000039537"
"ENSG00000039560"
"ENSG00000039987"
"ENSG00000041515"
"ENSG00000043039"
"ENSG00000043093"
"ENSG00000043462"
"ENSG00000044012"
"ENSG00000044090"
"ENSG00000047644"
"ENSG00000047648"
"ENSG00000049246"
"ENSG00000049283"
"ENSG00000050426"
"ENSG00000051620"
"ENSG00000053254"
"ENSG00000054267"
"ENSG00000057593"
"ENSG00000058729"
"ENSG00000060237"
"ENSG00000060491"
"ENSG00000060749"
"ENSG00000060982"
"ENSG00000061273"
"ENSG00000061656"
"ENSG00000061936"
"ENSG00000061938"
"ENSG00000062650"
"ENSG00000064199"
"ENSG00000064419"
"ENSG00000064489"
"ENSG00000064607"
"ENSG00000064652"
"ENSG00000064726"
"ENSG00000064835"
"ENSG00000065325"
"ENSG00000065559"
"ENSG00000065615"
"ENSG00000065989"
"ENSG00000066032"
"ENSG00000066230"
"ENSG00000066294"
"ENSG00000066455"
"ENSG00000066468"
"ENSG00000066557"
"ENSG00000066651"
"ENSG00000066777"
"ENSG00000066926"
"ENSG00000067533"
"ENSG00000067704"
"ENSG00000067829"
"ENSG00000067955"
"ENSG00000068489"
"ENSG00000068831"
"ENSG00000068976"
"ENSG00000069188"
"ENSG00000069248"
"ENSG00000069345"
"ENSG00000069399"
"ENSG00000069849"
"ENSG00000069998"
"ENSG00000070182"
"ENSG00000070190"
"ENSG00000070540"
"ENSG00000070729"
"ENSG00000070731"
"ENSG00000070808"
"ENSG00000070814"
"ENSG00000070915"
"ENSG00000071889"
"ENSG00000071994"
"ENSG00000072135"
"ENSG00000072518"
"ENSG00000072571"
"ENSG00000072849"
"ENSG00000073060"
"ENSG00000073605"
"ENSG00000073756"
"ENSG00000073861"
"ENSG00000074047"
"ENSG00000074054"
"ENSG00000074071"
"ENSG00000075131"
"ENSG00000075142"
"ENSG00000075240"
"ENSG00000075415"
"ENSG00000075785"
"ENSG00000075826"
"ENSG00000075975"
"ENSG00000076003"
"ENSG00000076258"
"ENSG00000076864"
"ENSG00000076928"
"ENSG00000076944"
"ENSG00000076984"
"ENSG00000077009"
"ENSG00000077092"
"ENSG00000077721"
"ENSG00000077943"
"ENSG00000078061"
"ENSG00000078070"
"ENSG00000078098"
"ENSG00000078114"
"ENSG00000078142"
"ENSG00000078237"
"ENSG00000078295"
"ENSG00000078369"
"ENSG00000078403"
"ENSG00000078487"
"ENSG00000078596"
"ENSG00000078699"
"ENSG00000078900"
"ENSG00000078967"
"ENSG00000079263"
"ENSG00000079277"
"ENSG00000079435"
"ENSG00000080031"
"ENSG00000080293"
"ENSG00000080371"
"ENSG00000080503"
"ENSG00000080823"
"ENSG00000081087"
"ENSG00000081237"
"ENSG00000081692"
"ENSG00000081853"
"ENSG00000081923"
"ENSG00000082212"
"ENSG00000082556"
"ENSG00000082805"
"ENSG00000082898"
"ENSG00000082996"
"ENSG00000083457"
"ENSG00000083750"
"ENSG00000084073"
"ENSG00000085063"
"ENSG00000085185"
"ENSG00000085377"
"ENSG00000085514"
"ENSG00000085662"
"ENSG00000085999"
"ENSG00000086205"
"ENSG00000086475"
"ENSG00000086730"
"ENSG00000087053"
"ENSG00000087077"
"ENSG00000087237"
"ENSG00000087338"
"ENSG00000088205"
"ENSG00000088340"
"ENSG00000088538"
"ENSG00000088726"
"ENSG00000088899"
"ENSG00000089057"
"ENSG00000089116"
"ENSG00000089123"
"ENSG00000089127"
"ENSG00000089163"
"ENSG00000090054"
"ENSG00000090447"
"ENSG00000090932"
"ENSG00000091010"
"ENSG00000091127"
"ENSG00000091164"
"ENSG00000091513"
"ENSG00000091592"
"ENSG00000091656"
"ENSG00000091704"
"ENSG00000091844"
"ENSG00000092009"
"ENSG00000092020"
"ENSG00000092054"
"ENSG00000092345"
"ENSG00000094963"
"ENSG00000095002"
"ENSG00000095261"
"ENSG00000095319"
"ENSG00000095321"
"ENSG00000095713"
"ENSG00000095970"
"ENSG00000096006"
"ENSG00000097007"
"ENSG00000097046"
"ENSG00000099251"
"ENSG00000099290"
"ENSG00000099338"
"ENSG00000099622"
"ENSG00000099795"
"ENSG00000099866"
"ENSG00000099889"
"ENSG00000099910"
"ENSG00000099940"
"ENSG00000099942"
"ENSG00000099953"
"ENSG00000099960"
"ENSG00000099998"
"ENSG00000100023"
"ENSG00000100077"
"ENSG00000100079"
"ENSG00000100092"
"ENSG00000100116"
"ENSG00000100156"
"ENSG00000100239"
"ENSG00000100242"
"ENSG00000100304"
"ENSG00000100346"
"ENSG00000100348"
"ENSG00000100351"
"ENSG00000100364"
"ENSG00000100372"
"ENSG00000100379"
"ENSG00000100403"
"ENSG00000100450"
"ENSG00000100485"
"ENSG00000100532"
"ENSG00000100564"
"ENSG00000100568"
"ENSG00000100605"
"ENSG00000100664"
"ENSG00000100665"
"ENSG00000100726"
"ENSG00000100749"
"ENSG00000100804"
"ENSG00000100867"
"ENSG00000100883"
"ENSG00000100941"
"ENSG00000100979"
"ENSG00000100994"
"ENSG00000101003"
"ENSG00000101017"
"ENSG00000101049"
"ENSG00000101057"
"ENSG00000101126"
"ENSG00000101190"
"ENSG00000101194"
"ENSG00000101197"
"ENSG00000101236"
"ENSG00000101246"
"ENSG00000101405"
"ENSG00000101442"
"ENSG00000101542"
"ENSG00000101546"
"ENSG00000101596"
"ENSG00000101624"
"ENSG00000101639"
"ENSG00000101654"
"ENSG00000101825"
"ENSG00000101997"
"ENSG00000102032"
"ENSG00000102076"
"ENSG00000102081"
"ENSG00000102100"
"ENSG00000102172"
"ENSG00000102287"
"ENSG00000102316"
"ENSG00000102317"
"ENSG00000102409"
"ENSG00000102445"
"ENSG00000102575"
"ENSG00000102580"
"ENSG00000102595"
"ENSG00000102878"
"ENSG00000102882"
"ENSG00000102890"
"ENSG00000102893"
"ENSG00000102910"
"ENSG00000102924"
"ENSG00000102967"
"ENSG00000103089"
"ENSG00000103091"
"ENSG00000103154"
"ENSG00000103175"
"ENSG00000103199"
"ENSG00000103375"
"ENSG00000103485"
"ENSG00000103544"
"ENSG00000103591"
"ENSG00000103710"
"ENSG00000103852"
"ENSG00000103994"
"ENSG00000104129"
"ENSG00000104213"
"ENSG00000104375"
"ENSG00000104412"
"ENSG00000104499"
"ENSG00000104660"
"ENSG00000104679"
"ENSG00000104723"
